mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
092019;2;20190700054911;2;2;11;14;14;2;1;6;1852.8579417;86.38849953
092019;2;20190700054912;2;2;11;14;21;3;1;6;2848.4863136;19.380834848
092019;2;20190700054913;2;2;11;14;7;3;1;6;714.48753404;55.985811803
092019;2;20190700054914;2;2;11;10;6;3;1;6;800.74799286;32.274847528
092019;2;20190800000637;2;2;05;13;3;3;2;6;303.22627169;143.87718942
092019;2;20190800001766;8;1;07;16;2;1;1;6;231.78457181;2832.2213651
092019;2;20190800001775;2;1;15;16;4;1;1;6;779.80604266;2257.6298747
092019;2;20190800001780;8;1;15;10;3;3;1;6;2781.5156629;2318.0837321
092019;2;20190800001830;2;2;09;10;7;2;1;6;790.85662635;2240.0381817
092019;2;20190800001884;2;2;09;10;12;2;1;6;1205.620564;2240.0381817
092019;2;20190800001885;2;2;09;10;9;3;1;6;754.53048079;1036.9299878
092019;2;20190800002817;2;1;02;09;4;1;1;6;836.7197717;748.78879437
092019;2;20190800003300;2;1;07;07;2;1;1;6;166.04235585;3271.1301886
092019;2;20190800003310;2;4;14;09;2;1;1;6;1292.1131099;174.10308871
092019;2;20190800003320;2;4;09;10;5;1;2;6;835.73345788;101.55299058
092019;2;20190800003330;2;4;12;09;4;3;1;6;530.85880445;182.15849042
092019;2;20190800003331;2;4;03;10;15;3;1;6;627.35221453;91.631976939
092019;2;20190800003339;2;4;03;09;4;3;1;6;373.80370897;84.190380436
092019;2;20190800003349;2;4;03;09;2;1;1;6;453.89300932;175.42954308
092019;2;20190800003356;2;4;13;09;6;2;1;6;1487.2398707;470.05700935
092019;2;20190800003378;2;4;03;09;15;3;1;6;780.08943707;42.095190218
092019;2;20190800003386;2;4;03;09;60;2;2;6;5603.965132;62.751352171
092019;2;20190800003392;2;4;03;09;3;1;1;6;659.8953135;82.475383843
092019;2;20190800003401;2;4;03;09;4;1;2;6;1171.0201356;53.513157859
092019;2;20190800003407;2;4;03;13;3;1;1;6;575.4822597;103.83939854
092019;2;20190800003415;2;4;03;09;5;1;1;6;976.02566843;583.33434907
092019;2;20190800003427;2;4;03;09;5;3;3;6;455.21503474;22.331726832
092019;2;20190800003435;2;4;13;09;3;2;1;6;1709.2401734;513.69367483
092019;2;20190800003451;2;4;11;01;23;3;1;6;1921.4660122;173.69959726
092019;2;20190800003452;2;4;03;09;1;1;2;6;363.15899474;64.373297043
092019;2;20190800003461;2;4;03;09;7;3;1;6;461.50321391;32.348214632
092019;2;20190800003476;2;4;08;14;30;2;1;6;1817.0283525;607.1720339
092019;2;20190800003481;2;4;11;09;2;1;1;6;668.19944054;209.61414763
092019;2;20190800003486;2;4;14;09;3;3;1;6;1942.0038949;47.250750492
092019;2;20190800003490;2;4;03;09;5;3;1;6;410.98450716;42.095190218
092019;2;20190800003851;2;2;03;04;7;3;1;6;425.98207953;195.95481418
092019;2;20190800003856;2;2;12;04;7;1;1;1;1346.1801153;404.14873237
092019;2;20190800003913;2;2;03;04;3;1;1;6;796.86942586;853.36798515
092019;2;20190800003914;2;2;03;04;4;3;1;6;611.58936242;195.95481418
092019;2;20190800003916;2;2;03;04;5;3;1;6;695.10726456;391.90962836
092019;2;20190800003921;2;2;12;04;7;1;1;6;1375.5836769;348.94214748
092019;2;20190800003944;2;2;14;13;2;1;1;6;1302.1148991;628.91339356
092019;2;20190800004445;2;2;02;04;4;1;1;6;1108.531505;576.70975132
092019;2;20190800004446;2;2;02;04;6;1;1;6;1339.3534734;493.32359218
092019;2;20190800004447;2;2;02;04;8;3;1;6;913.92825624;405.16658098
092019;2;20190800004448;2;2;02;04;15;3;1;6;1177.1143183;334.40369799
092019;2;20190800005267;8;1;02;09;3;2;1;6;561.69762712;842.65664625
092019;2;20190800005510;8;1;12;16;4;1;1;6;610.01069792;2021.9033163
092019;2;20190800005597;2;4;05;09;3;1;1;6;1018.7503897;169.47462901
092019;2;20190800005607;2;4;03;09;15;1;1;6;1776.7892859;196.93080506
092019;2;20190800005613;2;4;03;10;5;1;1;6;741.27492134;62.565963663
092019;2;20190800005615;2;4;03;09;2;1;1;6;388.62939283;438.5738577
092019;2;20190800005622;2;4;03;01;31;3;1;6;1571.0875084;45.237014447
092019;2;20190800005630;2;4;06;09;2;1;1;6;571.8819949;290.38149496
092019;2;20190800005633;2;4;03;09;3;1;1;6;659.8953135;164.95076769
092019;2;20190800005640;2;4;03;09;6;3;1;6;471.9070824;42.095190218
092019;2;20190800005658;2;4;03;09;4;1;1;6;819.88450887;155.09791157
092019;2;20190800005664;2;4;03;09;7;1;1;6;945.65852084;128.93201695
092019;2;20190800005666;2;4;03;09;5;1;1;6;722.60687098;145.83358727
092019;2;20190800005673;2;4;12;09;2;1;1;6;467.16627105;357.64425467
092019;2;20190800005683;2;4;03;01;10;2;1;6;903.27201373;293.17111312
092019;2;20190800005698;2;4;14;09;7;1;1;6;1635.7688566;68.04672172
092019;2;20190800005721;2;2;05;14;10;1;2;6;1248.9811719;40.669630867
092019;2;20190800005722;2;2;05;14;8;3;1;6;714.42145379;246.56528504
092019;2;20190800005766;2;2;05;10;2;1;1;6;456.88929938;137.47239614
092019;2;20190800005955;2;2;02;04;7;1;1;1;1458.7191465;285.09323954
092019;2;20190800005956;2;2;02;04;7;1;1;1;1434.9809628;285.09323954
092019;2;20190800005958;2;2;02;04;7;1;1;1;1057.9232764;570.18647908
092019;2;20190800006029;2;2;03;04;7;1;1;1;1166.2436362;889.3553
092019;2;20190800007084;8;1;03;07;1;1;3;6;120.8270501;251.44130881
092019;2;20190800007087;8;1;03;16;1;1;3;6;83.526748322;217.70379222
092019;2;20190800007379;2;1;07;11;2;3;1;6;109.62730375;3596.9444058
092019;2;20190800007431;2;4;13;13;1;1;1;6;1013.5406107;307.98697146
092019;2;20190800007455;8;4;13;09;3;1;1;6;1388.3629414;94.605148803
092019;2;20190800007513;2;2;09;10;13;3;1;6;1031.6279149;628.17693166
092019;2;20190800008894;8;1;02;09;15;3;1;6;501.34111972;506.17073593
092019;2;20190800008953;8;1;03;01;7;1;1;6;617.37357134;219.12734482
092019;2;20190800008965;8;1;03;01;5;3;1;6;215.42430511;247.4693083
092019;2;20190800008971;8;1;03;07;1;1;1;6;180.54042623;473.96557386
092019;2;20190800008974;8;1;03;07;1;1;1;6;148.07128578;473.96557386
092019;2;20190800009007;8;1;03;07;1;1;3;6;202.6228444;251.44130881
092019;2;20190800009009;2;1;03;01;15;1;1;6;636.68554841;71.580934585
092019;2;20190800009014;8;1;03;07;1;2;3;6;76.897667909;314.92089293
092019;2;20190800009450;2;1;12;16;2;3;1;6;282.05665185;810.28698558
092019;2;20190800009469;2;1;14;13;3;1;1;6;1096.0198484;1458.851783
092019;2;20190800009471;8;1;07;07;1;1;1;6;93.94578399;3386.9359254
092019;2;20190800009479;8;1;07;16;1;1;1;6;137.10869519;2932.4886926
092019;2;20190800009503;2;4;03;09;15;3;1;6;814.19090086;42.095190218
092019;2;20190800009505;2;4;15;13;5;2;1;6;3494.4949469;277.18505881
092019;2;20190800009515;2;4;13;09;3;1;1;1;1244.7487492;328.71825236
092019;2;20190800009524;2;4;15;09;6;1;1;6;1222.5690338;57.771871635
092019;2;20190800009530;2;4;03;09;3;1;1;6;637.70083426;82.475383843
092019;2;20190800009534;2;4;01;09;14;1;1;6;1825.9567328;110.33944409
092019;2;20190800009557;2;4;11;09;7;1;1;6;1293.5847291;56.606190963
092019;2;20190800009570;2;4;03;09;3;1;1;6;659.8953135;164.95076769
092019;2;20190800009575;2;4;03;09;7;3;1;6;320.5698004;42.095190218
092019;2;20190800009581;2;4;03;09;2;1;1;6;494.31544658;263.14431462
092019;2;20190800009596;2;4;08;09;1;1;1;6;378.59152135;217.29706412
092019;2;20190800009605;2;4;11;10;10;3;1;6;861.49448999;205.89534133
092019;2;20190800009609;2;4;03;09;4;1;1;1;651.72799721;179.63615117
092019;2;20190800009615;2;4;14;13;3;1;1;6;1537.7332376;311.81329423
092019;2;20190800009620;2;4;03;10;5;3;1;6;466.54503052;97.453052639
092019;2;20190800009633;2;4;03;10;14;3;1;6;697.21936421;48.726526319
092019;2;20190800009652;2;4;03;09;1;3;1;6;199.54326645;84.190380436
092019;2;20190800009695;2;2;05;10;7;1;1;6;853.29658245;114.11803601
092019;2;20190800009696;2;2;05;10;6;3;1;6;464.55701707;331.66140413
092019;2;20190800009738;2;2;05;14;3;3;3;6;236.95295879;43.601407218
092019;2;20190800009910;2;2;10;16;30;3;3;6;2428.7622843;64.474826614
092019;2;20190800009987;2;2;14;16;5;3;3;6;1588.7692071;78.177602457
092019;2;20190800010451;2;2;02;04;6;1;1;6;1238.5840198;266.14102936
092019;2;20190800010603;2;2;03;04;3;1;1;6;720.92079823;426.68399257
092019;2;20190800011906;8;1;07;16;1;1;3;6;169.90502787;1555.701164
092019;2;20190800011921;8;1;07;01;2;2;1;6;167.18247592;2894.6813546
092019;2;20190800012043;2;2;05;10;5;1;1;6;688.93273254;162.22238141
092019;2;20190800012044;2;2;09;10;21;3;1;6;1351.1341175;518.46499391
092019;2;20190800012143;2;2;05;10;4;1;1;6;625.36078562;193.41449332
092019;2;20190800012144;2;2;05;10;7;2;1;6;800.33261853;179.11870073
092019;2;20190800012145;2;2;09;10;14;2;1;6;1335.2176063;1680.0286363
092019;2;20190800012581;2;2;02;04;7;1;1;1;1340.950092;285.09323954
092019;2;20190800012582;2;2;02;04;9;1;1;1;1311.3168802;365.80763732
092019;2;20190800012583;2;2;02;04;14;1;1;1;1859.1068329;165.04333298
092019;2;20190800012584;2;2;02;04;9;1;1;1;1311.3168802;487.74351643
092019;2;20190800012649;2;2;02;04;7;1;1;1;1057.9232764;570.18647908
092019;2;20190800012651;2;2;02;04;7;1;1;1;1340.950092;285.09323954
092019;2;20190800012652;2;2;02;04;7;1;1;1;1057.9232764;427.63985931
092019;2;20190800013853;2;2;05;13;6;1;1;6;998.10665872;234.59650025
092019;2;20190800013855;2;2;05;12;7;1;3;6;714.76712658;259.67330237
092019;2;20190800013857;2;2;05;13;21;3;3;6;1531.9978415;110.61070246
092019;2;20190800013858;2;2;05;13;2;1;2;6;601.36415763;210.35106325
092019;2;20190800013859;2;2;05;12;15;1;1;6;1467.074523;94.470841632
092019;2;20190800013953;2;2;05;12;4;1;1;6;649.7080901;2098.3955628
092019;2;20190800013960;2;2;05;12;12;1;1;6;1185.7787926;269.99543049
092019;2;20190800014145;8;1;03;07;2;1;1;6;262.86604971;346.85734601
092019;2;20190800014168;2;1;03;01;3;1;1;6;480.31218219;383.39476837
092019;2;20190800014600;8;1;07;07;2;1;1;6;179.0002996;3271.1301886
092019;2;20190800014623;8;1;14;09;7;1;1;6;1330.6449153;1074.1925252
092019;2;20190800014661;2;1;07;01;4;1;1;6;353.55643937;2843.6592856
092019;2;20190800014671;2;1;07;01;5;1;1;6;594.11952958;2770.0588455
092019;2;20190800014675;2;4;08;09;5;2;1;6;1284.3740451;231.32188827
092019;2;20190800014687;2;4;03;09;4;1;1;6;581.98814417;310.19582315
092019;2;20190800014692;2;4;15;10;3;1;1;6;3457.6510725;327.29549614
092019;2;20190800014700;2;4;02;04;20;3;1;6;1408.6372918;180.30859555
092019;2;20190800014703;2;4;11;09;4;1;1;6;1021.0353878;163.83622247
092019;2;20190800014706;2;4;14;09;4;1;1;6;1372.4714572;272.18688688
092019;2;20190800014716;2;4;03;09;1;1;1;6;319.04639082;279.86100051
092019;2;20190800014721;2;4;15;13;8;2;1;6;3495.5995923;126.34844348
092019;2;20190800014737;2;4;03;02;3;1;2;6;434.45694316;16.220046418
092019;2;20190800014743;2;4;03;09;9;3;1;6;569.62528029;42.095190218
092019;2;20190800014753;2;4;03;09;4;1;1;6;797.69002963;77.548955787
092019;2;20190800014763;2;4;03;09;7;3;1;6;503.54348905;42.095190218
092019;2;20190800014769;2;4;12;01;4;2;1;6;1067.5423334;308.09119699
092019;2;20190800014775;2;4;03;08;10;3;1;6;420.32096149;200.18478905
092019;2;20190800014781;2;4;07;13;10;3;1;6;414.54721934;28.641905521
092019;2;20190800014790;8;4;13;09;1;1;1;6;930.09702633;280.69961021
092019;2;20190800014792;2;4;15;09;2;1;1;6;1777.2314331;292.60028663
092019;2;20190800014804;2;4;14;09;3;1;1;6;1602.4041411;153.92949313
092019;2;20190800014808;2;4;01;10;6;2;1;6;889.69857182;183.23066396
092019;2;20190800014817;2;4;14;09;3;1;1;6;1892.4397265;153.92949313
092019;2;20190800014823;2;4;03;09;5;1;1;6;976.02566843;72.916793634
092019;2;20190800014834;2;4;03;09;7;1;1;6;968.49306442;128.93201695
092019;2;20190800015528;2;2;14;09;5;1;1;6;1882.5726731;443.90896781
092019;2;20190800015934;2;1;07;12;7;1;1;6;656.68513399;3136.4702371
092019;2;20190800016624;2;2;03;04;9;1;1;6;1695.6052928;364.19425484
092019;2;20190800016625;2;2;03;04;5;3;1;6;670.04862138;195.95481418
092019;2;20190800016626;2;2;03;04;4;3;1;6;611.58936242;195.95481418
092019;2;20190800016692;2;2;03;04;21;3;1;6;1516.9706615;474.84129251
092019;2;20190800017431;2;2;15;13;6;1;1;6;2784.0035223;303.67860424
092019;2;20190800017511;2;1;07;12;7;1;1;6;670.65707801;3136.4702371
092019;2;20190800017623;2;1;03;07;10;3;3;6;307.16280886;145.77917481
092019;2;20190800018403;8;1;07;13;2;1;1;6;162.09282124;2564.2388942
092019;2;20190800018478;8;1;11;01;5;1;1;6;792.52069304;1665.7032432
092019;2;20190800018481;2;1;12;16;2;2;1;6;285.24834827;2245.3386634
092019;2;20190800018490;2;4;03;09;4;1;2;6;949.40824461;53.513157859
092019;2;20190800018497;2;4;03;09;2;1;1;6;412.62461371;87.714771541
092019;2;20190800018504;2;4;03;09;7;1;3;6;968.49306442;34.199567309
092019;2;20190800018505;2;4;14;09;3;1;1;6;1499.3117823;230.8942397
092019;2;20190800018510;2;4;03;09;8;2;1;6;962.71206487;636.55583427
092019;2;20190800018514;2;4;03;09;5;1;1;6;976.02566843;145.83358727
092019;2;20190800018531;2;4;03;09;7;3;1;6;503.54348905;84.190380436
092019;2;20190800018536;2;4;03;09;8;3;1;6;533.65762644;42.095190218
092019;2;20190800018540;2;4;03;09;7;1;3;6;1357.8904747;136.79826924
092019;2;20190800018552;2;4;11;09;2;1;1;6;685.58337015;104.80707381
092019;2;20190800018556;2;4;03;10;14;3;1;6;752.48308113;97.453052639
092019;2;20190800018571;2;4;03;14;7;3;1;6;433.79968129;48.299338628
092019;2;20190800018579;2;4;03;09;5;3;1;6;314.69213478;84.190380436
092019;2;20190800018584;2;4;03;09;14;3;1;6;486.15515535;102.00583545
092019;2;20190800018592;2;4;08;01;13;2;1;6;1551.2633401;248.58687055
092019;2;20190800018597;2;4;03;09;21;3;1;6;995.43500722;84.190380436
092019;2;20190800018598;2;4;11;09;4;1;1;6;1013.5415012;163.83622247
092019;2;20190800018616;2;4;05;09;21;3;1;6;1047.8097165;115.77127985
092019;2;20190800018620;2;4;03;09;60;3;3;6;2289.5000087;108.22929845
092019;2;20190800018631;2;4;15;09;1;1;1;6;1538.7379795;644.37725697
092019;2;20190800018636;2;4;01;09;2;1;1;6;597.93390917;209.08144623
092019;2;20190800018650;2;4;03;09;2;1;1;6;494.31544658;175.42954308
092019;2;20190800019460;2;2;15;13;3;1;1;6;2158.1643022;1114.745144
092019;2;20190800019461;2;2;14;01;5;1;1;6;1856.8209797;258.24560697
092019;2;20190800019836;2;2;02;04;7;1;1;1;1340.950092;528.45373513
092019;2;20190800019838;2;2;02;04;5;3;1;6;574.26660837;668.80739598
092019;2;20190800019840;2;2;02;04;4;1;1;6;1158.362496;288.35487566
092019;2;20190800019841;2;2;02;04;7;1;1;1;1340.950092;528.45373513
092019;2;20190800019872;2;2;02;04;2;1;1;6;702.51518064;1685.4765439
092019;2;20190800019876;2;2;02;04;7;1;1;6;1048.2451889;912.53425491
092019;2;20190800020679;2;2;05;12;30;1;1;6;2088.3818356;15.854575368
092019;2;20190800020683;2;2;05;12;7;1;1;1;1760.0687679;223.08142634
092019;2;20190800020685;2;2;05;13;7;1;1;6;1107.6963379;184.76912016
092019;2;20190800020686;2;2;05;07;6;3;3;6;548.24890966;85.334074401
092019;2;20190800020789;2;2;05;05;1;1;2;6;690.68158943;384.65069418
092019;2;20190800020795;2;2;05;12;10;1;2;6;1819.4884346;118.18530125
092019;2;20190800020799;8;2;14;02;35;3;3;6;5153.0306848;54.041297708
092019;2;20190800020841;2;1;07;12;7;3;1;6;173.02733119;1697.728305
092019;2;20190800020982;8;1;03;16;11;2;1;6;694.80249551;411.0539188
092019;2;20190800021002;8;1;03;16;1;3;3;6;86.148276321;96.993513775
092019;2;20190800021041;8;1;03;07;3;1;1;6;389.47381329;253.83704032
092019;2;20190800021072;8;1;02;01;35;3;3;6;1196.4827679;288.56810118
092019;2;20190800021091;8;1;03;01;1;1;1;6;198.24558375;507.131965
092019;2;20190800021093;2;1;03;01;9;2;1;6;826.2234818;534.59800169
092019;2;20190800021096;8;1;03;07;1;3;3;6;65.605547718;145.77917481
092019;2;20190800021107;2;1;03;10;12;3;3;6;592.21036136;141.41083679
092019;2;20190800021108;2;1;03;01;1;1;1;6;262.42585471;507.131965
092019;2;20190800021520;8;1;15;01;5;1;3;6;554.16443379;1072.5509559
092019;2;20190800021525;8;1;11;13;4;3;1;6;337.48760866;1136.6328962
092019;2;20190800021538;2;4;03;09;7;2;1;6;850.19394756;90.936547753
092019;2;20190800021544;2;4;03;09;7;1;1;6;968.49306442;128.93201695
092019;2;20190800021553;2;4;03;09;7;2;1;6;873.02849114;181.87309551
092019;2;20190800021562;2;4;03;09;6;1;1;6;847.39921565;137.12264053
092019;2;20190800021567;2;4;08;09;7;1;3;6;1118.6108084;40.001128913
092019;2;20190800021571;2;4;01;10;14;1;1;6;1509.1019408;101.06651278
092019;2;20190800021577;2;4;14;01;20;1;1;6;3474.7074823;110.06696086
092019;2;20190800021582;2;4;03;09;15;3;1;6;699.24876265;42.095190218
092019;2;20190800021587;2;4;03;09;14;2;1;6;1483.5735322;181.87309551
092019;2;20190800021590;2;4;03;09;1;1;1;6;319.04639082;186.57400034
092019;2;20190800021594;2;4;03;09;6;3;3;6;466.8627387;22.331726832
092019;2;20190800021597;2;4;03;09;3;1;1;6;659.8953135;164.95076769
092019;2;20190800021602;2;4;03;09;5;2;1;6;860.10045913;90.936547753
092019;2;20190800021616;2;4;03;10;10;3;1;6;649.06605726;97.453052639
092019;2;20190800021620;2;4;03;09;3;1;1;6;659.8953135;164.95076769
092019;2;20190800021628;2;4;03;04;7;2;1;6;945.79898608;335.93476995
092019;2;20190800021632;2;4;03;04;10;2;1;6;1481.6352659;160.56225981
092019;2;20190800021643;2;4;03;09;12;1;1;6;1539.3588794;94.75864044
092019;2;20190800021648;2;4;03;13;14;3;1;6;1073.5522275;50.034637217
092019;2;20190800021651;2;4;03;13;5;1;1;6;823.70970015;60.095932386
092019;2;20190800021657;2;4;03;04;7;3;1;6;384.07425493;38.378724904
092019;2;20190800021665;2;4;03;09;6;3;1;6;309.18148996;42.095190218
092019;2;20190800021667;2;4;03;09;2;1;1;6;494.31544658;175.42954308
092019;2;20190800021752;2;2;05;10;7;1;1;6;853.29658245;114.11803601
092019;2;20190800021753;2;2;05;10;5;1;1;1;875.25601028;375.77558505
092019;2;20190800021754;2;2;05;10;5;1;1;6;688.93273254;567.77833493
092019;2;20190800021844;2;2;05;10;4;2;1;6;530.74767662;195.74677492
092019;2;20190800021845;2;2;05;10;9;1;1;6;1001.7113918;481.66939839
092019;2;20190800021846;2;2;05;10;6;3;1;6;519.77350156;497.4921062
092019;2;20190800022312;2;2;03;04;2;1;1;6;566.13852112;438.0952659
092019;2;20190800022313;2;2;03;04;4;3;1;6;611.58936242;195.95481418
092019;2;20190800022314;2;2;03;04;2;3;1;6;460.582011;195.95481418
092019;2;20190800022368;2;2;02;04;4;2;1;6;893.0521946;1948.6193439
092019;2;20190800023931;2;4;12;12;2;3;3;6;376.02411264;43.858408155
092019;2;20190800023933;2;4;07;12;2;3;3;6;150.12985988;34.811146396
092019;2;20190800023940;2;4;15;12;21;1;1;6;2409.4365192;16.682965174
092019;2;20190800024274;2;2;02;04;7;2;1;6;1508.8539806;402.47606393
092019;2;20190800024411;2;2;02;04;6;2;1;6;1126.7567156;1444.7977402
092019;2;20190800024536;2;2;02;04;12;3;1;6;1075.3039575;334.40369799
092019;2;20190800024537;2;2;02;04;6;1;1;6;1393.2777284;246.66179609
092019;2;20190800024797;2;2;15;09;6;1;1;6;2502.4572189;1687.7341788
092019;2;20190800024863;2;2;15;09;3;1;1;6;2295.2106262;847.01341674
092019;2;20190800024864;2;2;15;09;28;3;1;6;2627.7551136;1502.1036605
092019;2;20190800025373;8;1;12;13;40;3;1;6;707.45577671;1213.0652622
092019;2;20190800025382;2;4;07;09;3;1;1;6;699.13793745;90.823589351
092019;2;20190800025392;2;4;06;09;1;1;1;6;358.11658891;107.15786953
092019;2;20190800025405;2;4;07;04;8;1;1;6;1695.374289;52.803103823
092019;2;20190800025674;2;2;02;04;6;1;1;1;972.66586613;1142.7459014
092019;2;20190800025675;2;2;02;04;9;1;1;1;1317.4305198;904.0897759
092019;2;20190800025676;2;2;02;04;8;1;1;1;1240.6255304;1955.033747
092019;2;20190800025830;2;2;14;09;10;3;1;6;1636.2403692;267.91553621
092019;2;20190800025837;8;2;14;09;1;1;1;6;957.33774263;2179.4841734
092019;2;20190800025952;2;1;03;07;1;1;3;6;189.04917458;251.44130881
092019;2;20190800025955;8;1;03;07;1;1;3;6;212.81990877;251.44130881
092019;2;20190800025963;8;1;03;13;2;1;1;6;258.72821595;373.35168972
092019;2;20190800026131;8;1;07;07;2;3;3;6;100.4493795;606.5781468
092019;2;20190800026163;2;4;03;12;15;3;3;6;687.99081863;60.811704016
092019;2;20190800026180;2;4;07;12;10;2;1;6;566.20022524;54.697396522
092019;2;20190800026205;2;4;03;01;5;3;3;6;384.48333515;23.998481634
092019;2;20190800026213;2;4;09;09;5;1;1;6;771.5319872;69.249135297
092019;2;20190800026215;2;4;03;10;10;3;1;6;602.70088157;48.726526319
092019;2;20190800026233;2;4;03;09;4;1;1;6;819.88450887;155.09791157
092019;2;20190800026240;2;4;03;09;6;2;1;6;781.47594281;181.87309551
092019;2;20190800026249;2;4;03;09;9;1;1;6;1176.1574162;398.96246519
092019;2;20190800026256;2;4;13;09;4;1;1;6;1507.6092396;155.34463122
