A0_1;C9_0;ccaa_etapa;pernoc_etapa
20190600005656;01;12;30
20190600008571;01;10;7
20190600008582;01;09;2
20190600008600;01;09;3
20190600008605;01;09;2
20190600016332;01;13;3
20190600016332;02;09;3
20190600016338;01;01;7
20190600016345;01;09;3
20190600016352;01;09;7
20190600016359;01;09;5
20190600016365;01;10;7
20190600016368;01;09;2
20190600016384;01;09;1
20190600016392;01;09;3
20190600016399;01;09;3
20190600016406;01;09;3
20190600016417;01;09;6
20190600022403;01;12;2
20190600022408;01;12;15
20190600023956;01;13;4
20190600025257;01;09;3
20190600025259;01;09;3
20190600025269;01;09;4
20190600025273;01;09;4
20190600025276;01;09;3
20190600025280;01;09;60
20190600025283;01;09;3
20190600025289;01;13;60
20190600025289;02;09;4
20190600025295;01;09;4
20190600025303;01;13;2
20190600025303;02;09;4
20190600032064;01;09;3
20190600032070;01;09;2
20190600032078;01;09;7
20190600032091;01;09;3
20190600032103;01;09;4
20190600032111;01;10;8
20190600032124;01;01;30
20190600032125;01;09;5
20190600032135;01;09;7
20190600032135;02;09;1
20190600032145;01;09;4
20190600032149;01;09;4
20190600032158;01;09;5
20190600032163;01;09;4
20190600032170;01;15;2
20190600033812;01;13;3
20190600033823;01;13;3
20190600033827;01;09;2
20190600033827;02;13;2
20190600033831;01;13;4
20190600033838;01;13;1
20190600033838;02;16;4
20190600036504;01;12;5
20190600036508;01;12;12
20190600036514;01;12;4
20190600037719;01;02;1
20190600037719;02;09;4
20190600037719;03;10;5
20190600037719;04;13;1
20190600037719;05;02;16
20190600037722;01;09;4
20190600037739;01;09;7
20190600037743;01;09;8
20190600037749;01;09;2
20190600037753;01;09;10
20190600037767;01;09;10
20190600037770;01;09;4
20190600037778;01;09;3
20190600037786;01;09;2
20190600037792;01;09;3
20190600037793;01;13;1
20190600037801;01;02;2
20190600037813;01;13;180
20190600037824;01;09;6
20190600039379;01;09;3
20190600039401;01;13;4
20190600039401;02;09;1
20190600039404;01;10;3
20190600039410;01;13;3
20190600039410;02;09;2
20190600039425;01;09;15
20190600039439;01;09;1
20190600039443;01;09;9
20190600039448;01;09;5
20190600039448;02;06;3
20190600039448;03;15;1
20190600039465;01;09;4
20190600039472;01;10;3
20190600039472;02;09;3
20190600039486;01;09;2
20190600039487;01;09;3
20190600041618;01;09;3
20190600041628;01;13;3
20190600041628;02;09;4
20190600041631;01;10;7
20190600041646;01;09;6
20190600041661;01;10;14
20190600041667;01;09;5
20190600041672;01;09;10
20190600041691;01;09;7
20190600041699;01;09;1
20190600041708;01;09;1
20190600041724;01;09;4
20190700000001;01;05;9
20190700000002;01;05;7
20190700000003;01;05;10
20190700000006;01;05;7
20190700000007;01;05;7
20190700000008;01;05;7
20190700000010;01;05;7
20190700000012;01;05;4
20190700000012;02;05;2
20190700000012;03;05;3
20190700000013;01;05;16
20190700000017;01;05;7
20190700000018;01;05;11
20190700000019;01;05;17
20190700000036;01;05;14
20190700000038;01;05;10
20190700000039;01;05;9
20190700000040;01;05;10
20190700000041;01;05;14
20190700000043;01;05;7
20190700000044;01;05;7
20190700000045;01;05;7
20190700000046;01;05;7
20190700000047;01;05;7
20190700000048;01;05;7
20190700000049;01;05;7
20190700000070;01;04;9
20190700000071;01;04;5
20190700000072;01;04;4
20190700000073;01;04;4
20190700000074;01;04;6
20190700000075;01;04;7
20190700000076;01;04;5
20190700000077;01;04;2
20190700000079;01;04;1
20190700000080;01;04;6
20190700000081;01;04;7
20190700000082;01;04;6
20190700000083;01;04;15
20190700000084;01;04;3
20190700000100;01;04;4
20190700000101;01;04;7
20190700000102;01;04;3
20190700000103;01;04;30
20190700000104;01;04;7
20190700000105;01;04;7
20190700000106;01;04;5
20190700000107;01;04;4
20190700000108;01;04;2
20190700000109;01;04;5
20190700000110;01;04;6
20190700000111;01;04;4
20190700000113;01;04;7
20190700000114;01;04;2
20190700000115;01;04;5
20190700000116;01;04;5
20190700000118;01;04;3
20190700000119;01;04;7
20190700000169;01;04;2
20190700000170;01;04;21
20190700000171;01;04;5
20190700000172;01;04;3
20190700000243;01;10;13
20190700000244;01;10;14
20190700000245;01;10;3
20190700000246;01;10;4
20190700000248;01;10;4
20190700000249;01;10;3
20190700000250;01;10;10
20190700000252;01;10;7
20190700000253;01;10;4
20190700000280;01;10;3
20190700000281;01;10;10
20190700000282;01;10;3
20190700000284;01;10;20
20190700000285;01;10;7
20190700000286;01;10;3
20190700000286;02;09;4
20190700000286;03;08;4
20190700000286;04;14;4
20190700000287;01;10;173
20190700000287;02;09;2
20190700000287;03;13;2
20190700000287;04;01;2
20190700000287;05;01;2
20190700000288;01;10;5
20190700000288;02;10;2
20190700000289;01;10;7
20190700000290;01;10;3
20190700000291;01;10;3
20190700000292;01;10;4
20190700000294;01;10;5
20190700000295;01;10;3
20190700000297;01;10;2
20190700000298;01;10;3
20190700000299;01;10;7
20190700000336;01;10;5
20190700000337;01;10;2
20190700000338;01;10;5
20190700000339;01;10;4
20190700000340;01;10;7
20190700000341;01;10;60
20190700000342;01;10;120
20190700000342;02;01;3
20190700000342;03;01;1
20190700000342;04;01;3
20190700000373;01;10;7
20190700000374;01;10;4
20190700000375;01;10;14
20190700000376;01;10;3
20190700000377;01;10;10
20190700000378;01;10;3
20190700000379;01;10;3
20190700000380;01;10;7
20190700000381;01;10;5
20190700000382;01;10;14
20190700000383;01;04;8
20190700000384;01;10;2
20190700000410;01;15;4
20190700000416;01;07;1
20190700000416;02;07;1
20190700000416;03;07;1
20190700000416;04;02;2
20190700000421;01;07;1
20190700000421;02;15;1
20190700000422;01;02;1
20190700000422;02;10;33
20190700000422;03;02;1
20190700000423;01;09;14
20190700000427;01;10;50
20190700000432;01;09;2
20190700000434;01;09;3
20190700000435;01;08;1
20190700000436;01;09;3
20190700000437;01;10;10
20190700000437;02;09;2
20190700000438;01;09;2
20190700000438;02;04;14
20190700000439;01;09;3
20190700000445;01;09;15
20190700000449;01;09;3
20190700000453;01;10;8
20190700000454;01;09;5
20190700000462;01;10;30
20190700000470;01;15;4
20190700000470;02;15;1
20190700000470;03;15;1
20190700000474;01;12;1
20190700000477;01;06;5
20190700000477;02;03;2
20190700000487;01;10;21
20190700000491;01;07;1
20190700000494;01;16;9
20190700000498;01;02;5
20190700000498;02;07;5
20190700000498;03;07;5
20190700000527;01;10;7
20190700000528;01;08;7
20190700000529;01;10;7
20190700000530;01;10;14
20190700000532;01;10;17
20190700000533;01;10;7
20190700000534;01;10;5
20190700000536;01;10;16
20190700000538;01;10;10
20190700000539;01;10;10
20190700000540;01;14;16
20190700000541;01;10;2
20190700000542;01;10;12
20190700000543;01;10;15
20190700000544;01;10;5
20190700000545;01;10;5
20190700000547;01;10;13
20190700000548;01;10;14
20190700000569;01;10;7
20190700000572;01;10;36
20190700000573;01;10;11
20190700000576;01;10;10
20190700000577;01;10;7
20190700000578;01;14;21
20190700000580;01;09;4
20190700000580;02;10;4
20190700000580;03;10;4
20190700000581;01;10;13
20190700000582;01;10;21
20190700000586;01;10;2
20190700000591;01;06;15
20190700000591;02;10;15
20190700000592;01;10;4
20190700000593;01;10;30
20190700000594;01;10;3
20190700000594;02;10;2
20190700000595;01;10;10
20190700000596;01;10;2
20190700000599;01;10;7
20190700000600;01;01;14
20190700000601;01;01;7
20190700000602;01;01;7
20190700000603;01;01;60
20190700000604;01;01;10
20190700000606;01;01;10
20190700000609;01;01;7
20190700000610;01;01;3
20190700000611;01;01;10
20190700000612;01;01;21
20190700000718;01;05;14
20190700000719;01;05;7
20190700000720;01;05;21
20190700000721;01;05;7
20190700000722;01;05;8
20190700000723;01;05;13
20190700000725;01;05;14
20190700000726;01;05;7
20190700000753;01;05;7
20190700000754;01;05;14
20190700000756;01;05;7
20190700000757;01;05;7
20190700000758;01;05;10
20190700000762;01;05;10
20190700000767;01;05;7
20190700000768;01;05;11
20190700000824;01;05;17
20190700000825;01;05;14
20190700000827;01;05;3
20190700000827;02;05;4
20190700000828;01;05;7
20190700000851;01;05;14
20190700000852;01;05;10
20190700000853;01;05;14
20190700000854;01;05;10
20190700000855;01;05;7
20190700000857;01;05;7
20190700000858;01;05;7
20190700000859;01;05;7
20190700000860;01;05;7
20190700000861;01;05;7
20190700000915;01;05;7
20190700000916;01;05;7
20190700000917;01;05;11
20190700000918;01;05;11
20190700000919;01;05;10
20190700000920;01;05;7
20190700000921;01;05;7
20190700000922;01;05;10
20190700000948;01;05;10
20190700000949;01;05;14
20190700000950;01;05;7
20190700000951;01;05;8
20190700000952;01;05;7
20190700000953;01;05;14
20190700000954;01;05;12
20190700000955;01;05;14
20190700000956;01;05;7
20190700001010;01;05;7
20190700001011;01;05;21
20190700001012;01;05;7
20190700001013;01;05;7
20190700001014;01;05;10
20190700001015;01;05;14
20190700001016;01;05;7
20190700001017;01;05;7
20190700001018;01;04;7
20190700001020;01;04;7
20190700001022;01;04;7
20190700001023;01;04;7
20190700001285;01;05;7
20190700001286;01;05;5
20190700001287;01;05;8
20190700001289;01;05;2
20190700001290;01;05;14
20190700001291;01;05;4
20190700001293;01;05;7
20190700001295;01;05;7
20190700001296;01;05;7
20190700001297;01;05;14
20190700001299;01;05;30
20190700001300;01;05;9
20190700001301;01;05;6
20190700001303;01;05;10
20190700001305;01;05;4
20190700001305;02;05;4
20190700001309;01;05;7
20190700001355;01;05;10
20190700001356;01;05;10
20190700001357;01;05;11
20190700001362;01;05;6
20190700001363;01;05;10
20190700001364;01;05;10
20190700001365;01;05;5
20190700001366;01;05;14
20190700001408;01;15;35
20190700001409;01;09;5
20190700001409;02;13;3
20190700001410;01;01;6
20190700001411;01;12;10
20190700001411;02;17;1
20190700001441;01;13;1
20190700001443;01;13;1
20190700001445;01;13;3
20190700001446;01;13;1
20190700001450;01;07;15
20190700001455;01;12;10
20190700001457;01;13;5
20190700001458;01;13;2
20190700001459;01;13;1
20190700001461;01;13;14
20190700001461;02;04;3
20190700001464;01;05;4
20190700001466;01;13;4
20190700001467;01;05;6
20190700001468;01;05;7
20190700001549;01;09;1
20190700001549;02;13;1
20190700001553;01;13;5
20190700001554;01;13;2
20190700001583;01;13;4
20190700001586;01;13;3
20190700001591;01;13;14
20190700001595;01;13;1
20190700001597;01;13;10
20190700001598;01;09;8
20190700001598;02;13;5
20190700001602;01;13;2
20190700001604;01;15;22
20190700001607;01;13;1
20190700001608;01;13;1
20190700001610;01;13;5
20190700001684;01;01;15
20190700001699;01;10;3
20190700001703;01;17;3
20190700001733;01;09;3
20190700001760;01;09;5
20190700001765;01;09;1
20190700001787;01;09;2
20190700001788;01;09;7
20190700001802;01;09;1
20190700001806;01;09;1
20190700001876;01;13;70
20190700001886;01;02;6
20190700001887;01;07;1
20190700001887;02;07;3
20190700001887;03;07;7
20190700001887;04;07;7
20190700001888;01;06;1
20190700001888;02;02;2
20190700001889;01;12;3
20190700001889;02;01;6
20190700001889;03;10;42
20190700001889;04;02;1
20190700001894;01;10;3
20190700001894;02;02;1
20190700001916;01;01;1
20190700001929;01;09;2
20190700001933;01;01;1
20190700002306;01;09;7
20190700002313;01;09;16
20190700002315;01;09;90
20190700002316;01;09;10
20190700002319;01;09;30
20190700002321;01;09;1
20190700002327;01;08;45
20190700002331;01;16;4
20190700002334;01;09;10
20190700002337;01;10;3
20190700002339;01;09;6
20190700002340;01;10;10
20190700002347;01;09;45
20190700002349;01;09;2
20190700002351;01;10;3
20190700002356;01;16;1
20190700002358;01;16;5
20190700002363;01;12;3
20190700002365;01;07;1
20190700002367;01;09;1
20190700002367;02;10;5
20190700002367;03;10;2
20190700002370;01;10;7
20190700002371;01;10;6
20190700002374;01;10;21
20190700002375;01;01;4
20190700002376;01;10;15
20190700002377;01;10;10
20190700002378;01;10;9
20190700002380;01;10;16
20190700002406;01;10;28
20190700002408;01;14;150
20190700002408;02;01;1
20190700002409;01;10;7
20190700002414;01;10;6
20190700002415;01;10;10
20190700002431;01;10;8
20190700002432;01;10;15
20190700002434;01;10;7
20190700002436;01;10;17
20190700002437;01;10;7
20190700002438;01;13;1
20190700002438;02;14;2
20190700002439;01;10;4
20190700002440;01;10;3
20190700002441;01;10;18
20190700002443;01;10;7
20190700002443;02;10;1
20190700002467;01;10;9
20190700002468;01;14;35
20190700002469;01;10;14
20190700002470;01;10;23
20190700002470;02;10;1
20190700002489;01;05;14
20190700002491;01;05;7
20190700002492;01;05;9
20190700002493;01;05;10
20190700002494;01;05;7
20190700002495;01;05;7
20190700002496;01;05;7
20190700002497;01;05;10
20190700002498;01;05;7
20190700002500;01;05;7
20190700002501;01;05;7
20190700002502;01;05;7
20190700002503;01;05;11
20190700002504;01;05;14
20190700002505;01;05;14
20190700002506;01;05;11
20190700002507;01;05;7
20190700002508;01;05;14
20190700002509;01;05;7
20190700002510;01;05;7
20190700002511;01;05;7
20190700002512;01;05;7
20190700002513;01;05;7
20190700002514;01;05;7
20190700002517;01;05;7
20190700002518;01;05;7
20190700002519;01;05;7
20190700002520;01;05;14
20190700002521;01;05;10
20190700002522;01;05;7
20190700002523;01;04;7
20190700002524;01;04;7
20190700002525;01;04;7
20190700002526;01;04;7
20190700002527;01;04;10
20190700002528;01;04;12
20190700002529;01;04;10
20190700002530;01;04;3
20190700002567;01;04;3
20190700002596;01;04;7
20190700002597;01;04;11
20190700002598;01;04;7
20190700002599;01;04;7
20190700002600;01;04;7
20190700002601;01;04;7
20190700002603;01;04;7
20190700002604;01;04;7
20190700002605;01;04;7
20190700002606;01;04;14
20190700002607;01;04;7
20190700002633;01;04;9
20190700002659;01;04;7
20190700002660;01;04;7
20190700002661;01;04;7
20190700002662;01;04;7
20190700002706;01;13;3
20190700002707;01;13;15
20190700002710;01;13;3
20190700002750;01;13;3
20190700002751;01;13;5
20190700002752;01;10;3
20190700002752;02;10;2
20190700002752;03;13;2
20190700002753;01;13;3
20190700002763;01;13;1
20190700002765;01;13;21
20190700002765;02;10;3
20190700002766;01;01;4
20190700002766;02;10;3
20190700002766;03;06;3
20190700002769;01;13;5
20190700002772;01;13;23
20190700002775;01;13;1
20190700002777;01;13;2
20190700002778;01;13;3
20190700002808;01;13;4
20190700002809;01;13;1
20190700002810;01;13;6
20190700002812;01;13;2
20190700002812;02;07;1
20190700002846;01;13;2
20190700002848;01;13;6
20190700002850;01;01;34
20190700002850;02;09;1
20190700002850;03;13;1
20190700002852;01;09;5
20190700002852;02;13;2
20190700002853;01;13;30
20190700002855;01;13;7
20190700002855;02;13;2
20190700002856;01;07;7
20190700002856;02;10;7
20190700002857;01;13;8
20190700002862;01;13;5
20190700002862;02;09;3
20190700002863;01;09;60
20190700002867;01;13;2
20190700002867;02;12;3
20190700002868;01;13;2
20190700002868;02;10;4
20190700002871;01;01;6
20190700002872;01;01;10
20190700002873;01;01;6
20190700002874;01;01;21
20190700002875;01;01;1
20190700002875;02;01;8
20190700002898;01;01;5
20190700002903;01;01;2
20190700002904;01;01;6
20190700002905;01;01;1
20190700002905;02;01;2
20190700002905;03;01;1
20190700002905;04;01;1
20190700002907;01;01;6
20190700002927;01;01;7
20190700002928;01;01;2
20190700002929;01;01;4
20190700002930;01;01;12
20190700002931;01;13;4
20190700002931;02;10;7
20190700002931;03;01;3
20190700002934;01;01;35
20190700002935;01;01;3
20190700002936;01;01;5
20190700002937;01;01;9
20190700002938;01;01;9
20190700002939;01;01;10
20190700002942;01;01;15
20190700002959;01;01;14
20190700002960;01;01;11
20190700002965;01;01;7
20190700002968;01;01;28
20190700002996;01;01;7
20190700003000;01;01;6
20190700003002;01;01;7
20190700003020;01;01;4
20190700003020;02;01;4
20190700003022;01;01;2
20190700003027;01;01;6
20190700003030;01;01;13
20190700003033;01;01;3
20190700003033;02;01;4
20190700003033;03;01;2
20190700003035;01;01;8
20190700003037;01;01;5
20190700003038;01;01;6
20190700003084;01;04;14
20190700003085;01;04;7
20190700003086;01;04;7
20190700003087;01;04;7
20190700003140;01;04;7
20190700003141;01;04;9
20190700003142;01;04;4
20190700003147;01;04;7
20190700003148;01;04;2
20190700003148;02;04;5
20190700003148;03;04;6
20190700003150;01;04;7
20190700003151;01;04;5
20190700003200;01;04;9
20190700003201;01;04;7
20190700003202;01;04;7
20190700003203;01;04;9
20190700003316;01;04;2
20190700003317;01;04;8
20190700003318;01;04;3
20190700003318;02;04;10
20190700003319;01;04;25
20190700003320;01;04;6
20190700003321;01;04;9
20190700003322;01;04;14
20190700003323;01;04;10
20190700003324;01;04;5
20190700003325;01;04;9
20190700003326;01;04;7
20190700003327;01;04;15
20190700003366;01;04;7
20190700003367;01;04;7
20190700003368;01;04;7
20190700003369;01;04;7
20190700003416;01;04;7
20190700003420;01;04;10
20190700003428;01;04;5
20190700003429;01;04;7
20190700003431;01;04;1
20190700003431;02;04;1
20190700003431;03;04;1
20190700003566;01;14;14
20190700003567;01;14;14
20190700003568;01;10;7
20190700003569;01;14;14
20190700003570;01;14;11
20190700003606;01;01;14
20190700003607;01;14;14
20190700003608;01;10;14
20190700003609;01;14;8
20190700003610;01;14;14
20190700003611;01;14;7
20190700003612;01;10;8
20190700003613;01;14;18
20190700003614;01;14;8
20190700003615;01;14;8
20190700003616;01;14;7
20190700003617;01;14;3
20190700003618;01;14;25
20190700003619;01;14;21
20190700003620;01;09;29
20190700003621;01;09;45
20190700003622;01;09;4
20190700003623;01;09;4
20190700003624;01;09;1
20190700003625;01;09;5
20190700003626;01;09;7
20190700003627;01;09;3
20190700003628;01;09;1
20190700003629;01;09;6
20190700003630;01;09;6
20190700003649;01;09;7
20190700003650;01;09;3
20190700003651;01;09;16
20190700003652;01;10;6
20190700003653;01;09;3
20190700003654;01;09;5
20190700003655;01;09;180
20190700003680;01;09;1
20190700003681;01;09;7
20190700003682;01;12;5
20190700003683;01;09;4
20190700003684;01;04;4
20190700003685;01;10;7
20190700003686;01;10;3
20190700003687;01;09;3
20190700003688;01;09;2
20190700003689;01;09;3
20190700003690;01;09;6
20190700003691;01;09;35
20190700003692;01;09;3
20190700003693;01;09;4
20190700003694;01;13;3
20190700003694;02;09;4
20190700003695;01;09;2
20190700003696;01;09;3
20190700003709;01;09;4
20190700003710;01;09;7
20190700003711;01;09;7
20190700003712;01;10;18
20190700003712;02;09;8
20190700003713;01;09;3
20190700003714;01;13;2
20190700003714;02;09;4
20190700003715;01;09;4
20190700003737;01;09;21
20190700003738;01;04;7
20190700003739;01;09;10
20190700003740;01;09;2
20190700003741;01;09;1
20190700003742;01;09;3
20190700003743;01;09;2
20190700003744;01;09;1
20190700003745;01;09;4
20190700003746;01;09;1
20190700003747;01;09;3
20190700003749;01;09;8
20190700003750;01;10;9
20190700003755;01;10;61
20190700003757;01;10;8
20190700003764;01;10;8
20190700003775;01;09;1
20190700003776;01;01;2
20190700003776;02;01;2
20190700003793;01;09;8
20190700003802;01;09;4
20190700003805;01;09;3
20190700003816;01;09;3
20190700003899;01;15;2
20190700003991;01;13;3
20190700004009;01;10;1
20190700004010;01;01;1
20190700004011;01;01;1
20190700004023;01;13;1
20190700004024;01;07;1
20190700004029;01;09;4
20190700004030;01;10;17
20190700004033;01;03;17
20190700004034;01;10;60
20190700004038;01;10;21
20190700004040;01;01;30
20190700004041;01;03;9
20190700004042;01;07;6
20190700004043;01;10;17
20190700004044;01;14;90
20190700004045;01;03;14
20190700004046;01;09;10
20190700004047;01;01;13
20190700004047;02;11;4
20190700004048;01;01;30
20190700004049;01;03;1
20190700004049;02;12;2
20190700004049;03;07;1
20190700004049;04;11;2
20190700004049;05;06;1
20190700004050;01;16;5
20190700004050;02;06;5
20190700004050;03;12;7
20190700004051;01;01;75
20190700004051;02;07;1
20190700004051;03;08;1
20190700004053;01;06;8
20190700004053;02;07;2
20190700004053;03;10;17
20190700004053;04;07;1
20190700004054;01;06;2
20190700004055;01;06;2
20190700004056;01;16;6
20190700004056;02;06;4
20190700004056;03;03;7
20190700004056;04;12;11
20190700004057;01;06;8
20190700004061;01;09;4
20190700004061;02;10;4
20190700004063;01;09;7
20190700004064;01;09;5
20190700004066;01;09;21
20190700004068;01;10;10
20190700004069;01;09;21
20190700004073;01;09;15
20190700004077;01;09;10
20190700004087;01;09;21
20190700004092;01;09;2
20190700004095;01;10;4
20190700004096;01;09;21
20190700004097;01;09;1
20190700004098;01;11;4
20190700004100;01;10;21
20190700004101;01;09;3
20190700004108;01;01;10
20190700004113;01;12;21
20190700004145;01;10;21
20190700004146;01;10;10
20190700004147;01;10;5
20190700004148;01;10;7
20190700004149;01;10;10
20190700004150;01;10;31
20190700004151;01;10;14
20190700004152;01;10;10
20190700004154;01;10;8
20190700004173;01;01;8
20190700004173;02;10;1
20190700004174;01;10;7
20190700004175;01;10;17
20190700004176;01;10;3
20190700004196;01;10;10
20190700004197;01;10;8
20190700004229;01;10;35
20190700004230;01;14;31
20190700004233;01;10;7
20190700004234;01;10;10
20190700004236;01;10;4
20190700004237;01;10;9
20190700004238;01;10;4
20190700004239;01;10;14
20190700004241;01;10;4
20190700004266;01;10;25
20190700004267;01;10;7
20190700004268;01;10;21
20190700004269;01;10;9
20190700004289;01;10;3
20190700004290;01;10;4
20190700004291;01;10;2
20190700004325;01;04;9
20190700004326;01;04;7
20190700004327;01;04;11
20190700004328;01;04;7
20190700004330;01;04;7
20190700004331;01;04;7
20190700004352;01;04;7
20190700004353;01;04;2
20190700004402;01;04;7
