A0_1;C9_0;ccaa_etapa;pernoc_etapa
20170100001484;01;13;17
20170100029546;01;13;3
20170100029546;02;09;3
20170100030165;01;13;14
20170200000875;01;04;1
20170200006024;01;13;3
20170200006024;02;07;1
20170200006024;03;02;1
20170200006024;04;15;1
20170200006024;05;16;1
20170200009279;01;04;10
20170200013186;01;13;10
20170200014097;01;09;2
20170200014097;02;16;2
20170200014097;03;16;1
20170200023264;01;16;1
20170200023264;02;16;2
20170200023821;01;09;3
20170200023821;02;16;2
20170200026538;01;13;3
20170200028692;01;13;1
20170300005125;01;09;2
20170300005125;02;13;2
20170300005199;01;13;2
20170300005199;02;09;2
20170300005199;03;01;2
20170300016399;01;03;3
20180100001325;01;07;14
20180100003843;01;15;4
20180100003843;02;15;6
20180100023119;01;10;1
20180100023119;02;09;1
20180100023119;03;01;2
20180100023119;04;13;2
20180100023248;01;13;7
20180200002131;01;01;4
20180200002265;01;09;5
20180200003218;01;16;2
20180200003223;01;13;1
20180200003228;01;13;4
20180200004786;01;13;14
20180200005168;01;13;4
20180200007177;01;04;7
20180200007178;01;04;2
20180200007179;01;04;2
20180200007180;01;04;8
20180200007272;01;04;10
20180200007275;01;04;8
20180200007790;01;09;10
20180200007790;02;10;2
20180200007798;01;09;15
20180200007799;01;01;2
20180200007799;02;09;1
20180200007849;01;01;5
20180200007849;02;09;5
20180200008426;01;09;5
20180200008830;01;01;1
20180200008839;01;13;2
20180200009252;01;16;4
20180200009627;01;04;4
20180200009628;01;04;7
20180200009681;01;04;4
20180200009682;01;04;30
20180200009684;01;04;7
20180200010438;01;10;1
20180200010441;01;07;1
20180200012635;01;11;2
20180200012651;01;09;1
20180200012683;01;09;10
20180200013779;01;12;3
20180200013781;01;12;4
20180200013784;01;02;1
20180200014163;01;13;4
20180200014166;01;13;3
20180200014176;01;09;3
20180200014200;01;09;4
20180200014276;01;04;9
20180200014277;01;04;3
20180200014279;01;04;5
20180200014280;01;04;5
20180200014358;01;04;7
20180200014360;01;04;5
20180200014363;01;04;7
20180200015907;01;09;1
20180200015907;02;09;1
20180200016393;01;13;1
20180200016580;01;09;8
20180200019383;01;09;3
20180200019383;02;09;1
20180200019383;03;04;1
20180200020147;01;16;1
20180200020147;02;16;2
20180200020809;01;04;5
20180200020810;01;04;4
20180200020902;01;04;3
20180200020903;01;04;3
20180200020905;01;04;5
20180200022893;01;01;5
20180200022893;02;01;2
20180200022893;03;01;1
20180200022893;04;13;4
20180200022893;05;09;1
20180200024737;01;13;2
20180200024737;02;16;2
20180200024784;01;16;1
20180200024784;02;07;1
20180200024793;01;16;4
20180200026872;01;09;3
20180200027099;01;14;8
20180200027960;01;10;30
20180200027964;01;13;2
20180200028601;01;06;1
20180200028601;02;13;2
20180200028604;01;13;5
20180200028641;01;05;5
20180200028641;02;05;5
20180200028647;01;13;1
20180200028652;01;13;5
20180200028720;01;08;2
20180300000233;01;09;150
20180300013265;01;14;2
20180300013265;02;14;3
20180300013266;01;10;3
20180300013268;01;14;3
20180300013269;01;10;6
20180300013313;01;14;3
20180300013315;01;10;7
20180300013315;02;01;2
20180300013316;01;10;6
20180300014361;01;04;3
20180300014384;01;04;2
20180300016367;01;04;2
20180300016368;01;04;2
20180300016369;01;04;2
20180300016370;01;04;2
20180300017717;01;13;8
20180300017717;02;09;2
20180300017717;03;01;2
20180300017822;01;13;2
20180300017822;02;01;2
20180300017822;03;09;1
20180300017822;04;10;1
20180300017822;05;01;1
20180300018702;01;04;8
20180300020023;01;09;33
20180300024192;01;04;9
20180300027159;01;04;9
20180300027162;01;04;21
20180300027197;01;04;14
20180300028542;01;04;12
20180300028562;01;04;1
20180300028590;01;04;1
20180300028591;01;04;21
20180300032414;01;04;21
20180300032441;01;04;14
20190100000046;01;13;1
20190100000046;02;17;10
20190100000046;03;02;1
20190100000115;01;13;11
20190100000115;02;01;2
20190100000116;01;13;7
20190100000116;02;12;7
20190100000117;01;13;7
20190100000119;01;13;1
20190100000119;02;10;1
20190100000119;03;07;8
20190100000120;01;01;10
20190100000177;01;13;7
20190100000177;02;14;3
20190100000178;01;12;13
20190100000595;01;12;1
20190100000877;01;09;3
20190100000891;01;09;5
20190100000892;01;09;3
20190100001095;01;16;15
20190100001097;01;04;21
20190100001100;01;04;14
20190100001670;01;12;3
20190100001718;01;10;2
20190100001718;02;01;1
20190100001800;01;09;4
20190100001863;01;09;2
20190100001907;01;04;14
20190100001908;01;04;5
20190100001909;01;04;14
20190100001910;01;04;9
20190100001911;01;04;4
20190100002255;01;09;4
20190100002409;01;13;8
20190100002410;01;13;10
20190100002411;01;13;14
20190100002412;01;13;11
20190100002414;01;13;7
20190100002414;02;16;7
20190100002477;01;07;7
20190100002490;01;03;14
20190100002491;01;13;5
20190100002492;01;13;4
20190100002493;01;13;20
20190100002494;01;13;14
20190100002853;01;13;3
20190100002885;01;13;4
20190100002885;02;09;3
20190100002885;03;10;2
20190100003068;01;14;10
20190100003068;02;01;4
20190100003070;01;01;4
20190100003070;02;01;6
20190100003110;01;01;12
20190100003111;01;10;14
20190100003210;01;04;7
20190100003211;01;04;3
20190100003307;01;13;6
20190100003308;01;13;3
20190100003308;02;09;3
20190100003308;03;01;2
20190100003309;01;13;2
20190100003309;02;01;3
20190100003309;03;01;2
20190100003546;01;09;14
20190100003579;01;09;3
20190100003593;01;04;7
