A0_1;C9_0;ccaa_etapa;pernoc_etapa
20190200001056;01;01;7
20190200001295;01;10;14
20190200002486;01;12;12
20190200002495;01;12;2
20190200003106;01;07;35
20190200003225;01;04;4
20190200003310;01;04;4
20190200003672;01;16;1
20190200003738;01;01;20
20190200004016;01;01;2
20190200004416;01;09;6
20190200004603;01;09;4
20190200004607;01;10;4
20190200004607;02;09;2
20190200004608;01;09;3
20190200004608;02;10;1
20190200004608;03;09;1
20190200004609;01;09;2
20190200005444;01;01;4
20190200005466;01;09;7
20190200005469;01;10;21
20190200005488;01;09;4
20190200005496;01;09;15
20190200005500;01;09;2
20190200005507;01;09;15
20190200005511;01;09;4
20190200005519;01;09;1
20190200005523;01;05;30
20190200005529;01;09;5
20190200005541;01;13;3
20190200005541;02;02;3
20190200005541;03;09;3
20190200005544;01;09;7
20190200005553;01;09;3
20190200005565;01;09;1
20190200005577;01;01;4
20190200005587;01;09;5
20190200005593;01;09;3
20190200005605;01;09;1
20190200005611;01;01;2
20190200005611;02;01;1
20190200005611;03;13;1
20190200005689;01;09;4
20190200006119;01;16;18
20190200007126;01;04;3
20190200007135;01;01;1
20190200007135;02;01;2
20190200007137;01;01;4
20190200007138;01;01;3
20190200007176;01;01;21
20190200007176;02;01;21
20190200007179;01;01;7
20190200007855;01;10;3
20190200007856;01;10;7
20190200007857;01;10;3
20190200007915;01;10;15
20190200007916;01;10;6
20190200008876;01;09;14
20190200009515;01;09;5
20190200009533;01;09;7
20190200009536;01;09;2
20190200009549;01;09;4
20190200009558;01;09;2
20190200009567;01;09;7
20190200009573;01;09;3
20190200009580;01;09;2
20190200009585;01;09;2
20190200009592;01;09;1
20190200009606;01;09;3
20190200009612;01;09;1
20190200009625;01;09;5
20190200009632;01;09;7
20190200009722;01;10;3
20190200009791;01;10;2
20190200010960;01;04;8
20190200010961;01;04;1
20190200010961;02;04;2
20190200010962;01;04;2
20190200010963;01;04;3
20190200011026;01;04;14
20190200011028;01;04;2
20190200011029;01;04;2
20190200011031;01;04;2
20190200011736;01;10;14
20190200011748;01;09;2
20190200011749;01;09;3
20190200011760;01;09;2
20190200011761;01;09;1
20190200011770;01;09;1
20190200011777;01;09;2
20190200011785;01;09;2
20190200011792;01;13;3
20190200011797;01;05;35
20190200011803;01;09;2
20190200011816;01;09;1
20190200011817;01;09;4
20190200011823;01;09;2
20190200011830;01;09;2
20190200011838;01;02;5
20190200011844;01;13;2
20190200011855;01;09;3
20190200011859;01;09;2
20190200011867;01;09;2
20190200012290;01;13;5
20190200012625;01;04;3
20190200012626;01;04;3
20190200012627;01;04;4
20190200012628;01;04;7
20190200012674;01;04;4
20190200012675;01;04;3
20190200012677;01;04;10
20190200012678;01;04;3
20190200013556;01;09;5
20190200013667;01;13;3
20190200013958;01;10;60
20190200013960;01;08;1
20190200013960;02;02;2
20190200013965;01;02;1
20190200014254;01;13;34
20190200014254;02;05;1
20190200014318;01;13;21
20190200014322;01;13;14
20190200014335;01;13;3
20190200014335;02;10;4
20190200014586;01;15;14
20190200014592;01;10;2
20190200014689;01;03;4
20190200014690;01;13;2
20190200014693;01;13;2
20190200014700;01;13;3
20190200014747;01;13;4
20190200014748;01;13;1
20190200014823;01;13;2
20190200014824;01;13;2
20190200014826;01;13;1
20190200014830;01;13;1
20190200015087;01;09;1
20190200015088;01;01;17
20190200015112;01;14;5
20190200015113;01;10;3
20190200015114;01;10;2
20190200015172;01;10;2
20190200015232;01;09;3
20190200015232;02;09;7
20190200015236;01;09;3
20190200015246;01;01;4
20190200015247;01;01;10
20190200015248;01;01;7
20190200015250;01;01;7
20190200015251;01;01;4
20190200015252;01;01;4
20190200015312;01;04;14
20190200015313;01;01;5
20190200015314;01;01;2
20190200015317;01;01;6
20190200015320;01;01;5
20190200015354;01;01;4
20190200015700;01;10;14
20190200015704;01;10;10
20190200016311;01;13;4
20190200016311;02;09;4
20190200016317;01;09;7
20190200016644;01;13;1
20190200016700;01;13;2
20190200017354;01;04;4
20190200017567;01;10;7
20190200018024;01;02;2
20190200018025;01;02;1
20190200018030;01;02;4
20190200018030;02;02;1
20190200018548;01;13;7
20190200018754;01;14;21
20190200018755;01;10;3
20190200018756;01;14;10
20190200018801;01;10;5
20190200018802;01;14;10
20190200019488;01;16;1
20190200019623;01;09;3
20190200019625;01;09;2
20190200019625;02;07;5
20190200020024;01;04;3
20190200020025;01;04;3
20190200020026;01;04;3
20190200020027;01;04;60
20190200020095;01;04;3
20190200020096;01;04;4
20190200020097;01;04;4
20190200020204;01;04;7
20190200020206;01;04;3
20190200020207;01;04;3
20190200020208;01;04;3
20190200020270;01;04;3
20190200020271;01;04;7
20190200020272;01;04;2
20190200020273;01;04;7
20190200020602;01;13;2
20190200020604;01;13;2
20190200020605;01;02;45
20190200020677;01;13;2
20190200020677;02;07;1
20190200020679;01;13;3
20190200020680;01;13;2
20190200020682;01;13;4
20190200020696;01;09;2
20190200020697;01;13;3
20190200020698;01;13;2
20190200020699;01;13;5
20190200020738;01;09;6
20190200020739;01;13;2
20190200020741;01;13;2
20190200020791;01;13;2
20190200020792;01;13;2
20190200020793;01;13;2
20190200020794;01;13;3
20190200020795;01;13;2
20190200020861;01;12;1
20190200021319;01;08;21
20190200021322;01;13;10
20190200021409;01;09;3
20190200021409;02;13;4
20190200021419;01;02;28
20190200021422;01;13;3
20190200021422;02;09;3
20190200021632;01;04;1
20190200022112;01;13;2
20190200022129;01;12;10
20190200022745;01;09;10
20190200022831;01;09;7
20190200022838;01;13;3
20190200022838;02;01;2
20190200022838;03;09;5
20190200022845;01;13;10
20190200022853;01;13;6
20190200022853;02;09;4
20190200022858;01;09;5
20190200022862;01;09;4
20190200022867;01;09;1
20190200022873;01;09;1
20190200022880;01;09;3
20190200022887;01;10;4
20190200022893;01;09;3
20190200022904;01;09;2
20190200022916;01;09;3
20190200022933;01;09;1
20190200023294;01;13;7
20190200023926;01;14;5
20190200023927;01;10;3
20190200023929;01;14;5
20190200024014;01;14;2
20190200024016;01;10;2
20190200024032;01;10;4
20190200024169;01;09;4
20190200024169;02;13;2
20190200024169;03;01;2
20190200024430;01;04;4
20190200024431;01;04;11
20190200024432;01;04;4
20190200024433;01;04;2
20190200024517;01;04;2
20190200024518;01;04;7
20190200024628;01;13;8
20190200025305;01;04;5
20190200025306;01;04;4
20190200025346;01;04;4
20190200025347;01;04;3
20190200025348;01;04;6
20190200025349;01;04;3
20190200025350;01;04;3
20190200025355;01;04;4
20190200025400;01;04;5
20190200025409;01;04;4
20190200025411;01;04;20
20190200025413;01;04;7
20190200025414;01;04;20
20190200025767;01;09;1
20190200025775;01;01;6
20190200025788;01;01;5
20190200025820;01;12;2
20190200025858;01;09;10
20190200025868;01;09;6
20190200025875;01;09;17
20190200025880;01;09;3
20190200025883;01;09;4
20190200025891;01;09;3
20190200025922;01;09;2
20190200025931;01;01;17
20190200025935;01;13;7
20190200025952;01;09;4
20190200025956;01;13;4
20190200025963;01;09;8
20190200025971;01;09;2
20190200026054;01;10;5
20190200026120;01;10;3
20190200026600;01;14;1
20190200026601;01;10;3
20190200026604;01;14;14
20190200026606;01;01;7
20190200026893;01;10;7
20190200026985;01;16;1
20190200026985;02;07;1
20190200027069;01;02;1
20190200027649;01;13;3
20190200027665;01;04;2
20190200027666;01;04;9
20190200027667;01;04;4
20190200027667;02;04;3
20190200027668;01;04;2
20190200027759;01;04;4
20190200027761;01;04;7
20190200027762;01;04;4
20190200027763;01;04;7
20190200027922;01;07;6
20190200027922;02;13;2
20190200028141;01;02;2
20190200028435;01;10;4
20190200028515;01;10;3
20190200028672;01;09;4
20190200028674;01;09;3
20190200028675;01;09;5
20190200028750;01;09;4
20190200028751;01;09;3
20190200028752;01;09;5
20190200028753;01;07;47
20190200028753;02;09;2
20190200029485;01;09;4
20190200029575;01;09;5
20190200029744;01;13;1
20190200029888;01;10;33
20190200029888;02;02;1
20190200029894;01;02;1
20190200029903;01;02;4
20190200030026;01;16;1
20190200030062;01;10;28
20190200030063;01;10;10
20190200030119;01;10;5
20190200030120;01;10;6
20190200030637;01;10;4
20190200030638;01;10;8
20190200030639;01;10;4
20190200030642;01;10;4
20190200030643;01;10;2
20190200031271;01;13;4
20190200031278;01;13;2
20190200031279;01;13;6
20190200031280;01;07;5
20190200031282;01;05;7
20190200031328;01;13;7
20190200031329;01;13;2
20190200031330;01;13;2
20190200031369;01;13;3
20190200031372;01;13;3
20190200031412;01;05;7
20190200031414;01;05;6
20190200031416;01;05;4
20190200031621;01;10;7
20190200031634;01;14;7
20190200031634;02;01;5
20190200031634;03;01;2
20190200031635;01;10;2
20190200031636;01;10;2
20190200031673;01;10;3
20190200031674;01;10;6
20190200031692;01;10;10
20190200031694;01;10;30
20190200031729;01;14;30
20190200031730;01;10;3
20190200031731;01;10;4
20190200032375;01;10;4
20190200032376;01;10;3
20190200032377;01;10;1
20190200032379;01;10;5
20190200032380;01;14;4
20190200032381;01;10;4
20190200032401;01;10;2
20190200032454;01;02;2
20190200032459;01;02;4
20190200032464;01;02;3
20190200032504;01;12;1
20190300000001;01;04;8
20190300000002;01;04;6
20190300000003;01;04;5
20190300000004;01;04;7
20190300000005;01;04;6
20190300000007;01;04;4
20190300000008;01;04;9
20190300000009;01;04;3
20190300000010;01;04;6
20190300000011;01;04;4
20190300000012;01;04;7
20190300000013;01;04;6
20190300000015;01;09;7
20190300000019;01;09;5
20190300000020;01;13;45
20190300000021;01;14;4
20190300000028;01;09;35
20190300000031;01;01;60
20190300000037;01;09;4
20190300000041;01;07;2
20190300000047;01;09;4
20190300000048;01;09;2
20190300000049;01;09;4
20190300000050;01;09;7
20190300000052;01;09;30
20190300000053;01;09;5
20190300000053;02;09;2
20190300000099;01;09;7
20190300000100;01;09;7
20190300000101;01;09;7
20190300000102;01;09;2
20190300000103;01;09;2
20190300000104;01;09;10
20190300000105;01;09;3
20190300000106;01;09;2
20190300000107;01;09;7
20190300000108;01;09;14
20190300000109;01;09;5
20190300000110;01;09;2
20190300000112;01;09;3
20190300000113;01;09;5
20190300000133;01;09;2
20190300000133;02;09;2
20190300000134;01;09;3
20190300000135;01;09;6
20190300000136;01;09;7
20190300000137;01;09;2
20190300000138;01;09;10
20190300000139;01;09;4
20190300000192;01;09;6
20190300000193;01;09;5
20190300000194;01;09;6
20190300000195;01;09;7
20190300000196;01;09;30
20190300000197;01;09;10
20190300000197;02;09;3
20190300000198;01;09;3
20190300000199;01;09;6
20190300000201;01;09;13
20190300000202;01;09;15
20190300000203;01;09;2
20190300000204;01;09;3
20190300000344;01;13;7
20190300000344;02;16;2
20190300000344;03;16;1
20190300000344;04;13;1
20190300000346;01;02;28
20190300000353;01;13;4
20190300000354;01;13;1
20190300000355;01;13;4
20190300000355;02;01;5
20190300000356;01;13;3
20190300000357;01;13;4
20190300000358;01;13;4
20190300000359;01;13;5
20190300000361;01;13;4
20190300000362;01;13;3
20190300000467;01;13;14
20190300000472;01;13;13
20190300000473;01;13;2
20190300000477;01;02;30
20190300000488;01;05;9
20190300000490;01;05;7
20190300000491;01;13;1
20190300000492;01;13;1
20190300000495;01;12;14
20190300000496;01;12;8
20190300000497;01;12;7
20190300000498;01;12;2
20190300000523;01;12;7
20190300000524;01;12;14
20190300000525;01;12;7
20190300000526;01;12;7
20190300000527;01;12;6
20190300000528;01;09;4
20190300000528;02;12;4
20190300000529;01;12;50
20190300000530;01;12;7
20190300000547;01;12;7
20190300000548;01;12;10
20190300000549;01;12;4
20190300000550;01;12;4
20190300000607;01;01;8
20190300000608;01;01;3
20190300000609;01;01;3
20190300000611;01;01;3
20190300000612;01;01;6
20190300000613;01;01;12
20190300000614;01;01;1
20190300000614;02;10;6
20190300000646;01;01;7
20190300000647;01;01;7
20190300000648;01;01;4
20190300000651;01;01;3
20190300000652;01;01;4
20190300000654;01;01;7
20190300000655;01;02;6
20190300000656;01;13;4
20190300000656;02;09;2
20190300000657;01;17;4
20190300000658;01;17;4
20190300000659;01;02;13
20190300000742;01;09;5
20190300000743;01;09;1
20190300000744;01;09;52
20190300000754;01;02;7
20190300000760;01;10;18
20190300000766;01;09;1
20190300000773;01;09;5
20190300000775;01;10;7
20190300000777;01;09;2
20190300000784;01;10;6
20190300000789;01;09;89
20190300000789;02;16;1
20190300000796;01;07;1
20190300000797;01;16;2
20190300000799;01;16;1
20190300000800;01;15;6
20190300000801;01;07;2
20190300000803;01;01;16
20190300000803;02;07;1
20190300000836;01;04;2
20190300000837;01;04;2
20190300000838;01;04;5
20190300000839;01;04;5
20190300000880;01;04;3
20190300000881;01;04;1
20190300000882;01;04;2
20190300000883;01;04;2
20190300000900;01;13;2
20190300000900;02;09;2
20190300000902;01;09;17
20190300000903;01;09;20
20190300000903;02;16;10
20190300000904;01;09;4
20190300000906;01;09;8
20190300000907;01;09;7
20190300000908;01;09;4
20190300000910;01;09;9
20190300000911;01;09;9
20190300000912;01;09;2
20190300000914;01;09;3
20190300000945;01;09;14
20190300000946;01;09;10
20190300000949;01;09;7
20190300000950;01;09;2
20190300000951;01;14;14
20190300000952;01;09;4
20190300000953;01;09;3
20190300000954;01;09;2
20190300000955;01;09;6
20190300000955;02;09;3
20190300000956;01;09;4
20190300000957;01;09;6
20190300000999;01;09;6
20190300001000;01;09;6
20190300001001;01;04;30
20190300001003;01;09;1
20190300001004;01;09;5
20190300001005;01;09;6
20190300001006;01;09;9
20190300001007;01;09;3
20190300001008;01;09;1
20190300001009;01;09;2
20190300001044;01;09;7
20190300001045;01;09;7
20190300001047;01;09;7
20190300001048;01;09;4
20190300001049;01;09;2
20190300001050;01;09;2
20190300001051;01;09;3
20190300001052;01;09;4
20190300001053;01;09;3
20190300001053;02;09;3
20190300001082;01;13;3
20190300001083;01;13;6
20190300001084;01;13;3
20190300001085;01;13;14
20190300001085;02;12;2
20190300001087;01;13;2
20190300001220;01;09;3
20190300001221;01;13;18
20190300001221;02;10;2
20190300001225;01;13;20
20190300001225;02;10;1
20190300001226;01;13;2
20190300001226;02;02;6
20190300001226;03;09;4
20190300001275;01;13;5
20190300001275;02;13;5
20190300001275;03;12;2
20190300001282;01;13;3
20190300001284;01;13;6
20190300001437;01;10;5
20190300001440;01;13;10
20190300001501;01;09;2
20190300001502;01;09;1
20190300001504;01;09;1
20190300001510;01;09;1
20190300001528;01;09;1
20190300001534;01;09;7
20190300001547;01;02;1
20190300001552;01;09;7
20190300001556;01;02;1
20190300001559;01;13;2
20190300001565;01;09;20
20190300001567;01;09;2
20190300001567;02;09;1
20190300001569;01;09;45
20190300001570;01;10;10
20190300001571;01;09;30
20190300001575;01;10;35
20190300001577;01;10;90
20190300001578;01;09;7
20190300001579;01;09;3
20190300001579;02;09;4
20190300001581;01;09;3
20190300001587;01;10;14
20190300001592;01;09;3
20190300001594;01;10;3
20190300001600;01;07;1
20190300001601;01;01;15
20190300001602;01;07;1
20190300001602;02;07;1
20190300001603;01;10;15
20190300001612;01;11;20
20190300001644;01;13;7
20190300001645;01;13;4
20190300001646;01;13;3
20190300001647;01;13;2
20190300001648;01;13;1
20190300001649;01;13;4
20190300001650;01;13;4
20190300001652;01;13;3
20190300001652;02;01;2
20190300001652;03;01;1
20190300001654;01;13;3
20190300001654;02;01;1
20190300001654;03;01;2
20190300001654;04;13;1
20190300001740;01;13;3
20190300001743;01;13;2
20190300001744;01;08;7
20190300001744;02;13;2
20190300001784;01;13;3
20190300001785;01;13;3
20190300001788;01;13;4
20190300001789;01;13;1
20190300001811;01;13;5
20190300001812;01;13;4
20190300001813;01;13;4
20190300001815;01;13;3
20190300001817;01;13;2
20190300001887;01;13;11
20190300001889;01;13;2
20190300001890;01;13;3
20190300001921;01;13;3
20190300001923;01;13;4
20190300001924;01;13;3
20190300001925;01;13;2
20190300001926;01;09;3
20190300001927;01;09;5
20190300001928;01;09;4
20190300001929;01;09;7
20190300001930;01;09;4
20190300001931;01;09;4
20190300001932;01;09;20
20190300001933;01;09;10
20190300001934;01;04;30
20190300001935;01;09;4
20190300001938;01;09;4
20190300001940;01;09;3
20190300001945;01;09;4
20190300001946;01;09;4
20190300001948;01;09;3
20190300001949;01;09;7
20190300001950;01;09;3
20190300001998;01;09;5
20190300001999;01;13;5
20190300001999;02;09;3
20190300002001;01;09;3
20190300002002;01;09;3
20190300002003;01;09;4
20190300002004;01;09;3
20190300002005;01;01;30
20190300002006;01;09;1
20190300002007;01;09;4
20190300002008;01;09;7
20190300002009;01;09;5
20190300002010;01;09;5
20190300002011;01;09;5
20190300002012;01;09;4
20190300002013;01;09;4
20190300002014;01;09;5
20190300002015;01;09;4
20190300002016;01;09;3
20190300002017;01;09;4
20190300002018;01;09;4
20190300002019;01;09;3
20190300002020;01;09;3
20190300002021;01;09;4
20190300002022;01;09;4
20190300002023;01;09;4
20190300002024;01;09;10
20190300002024;02;09;3
20190300002025;01;09;14
20190300002026;01;09;4
20190300002059;01;09;5
20190300002060;01;09;3
20190300002061;01;09;3
20190300002062;01;09;2
20190300002063;01;09;4
20190300002064;01;09;4
20190300002065;01;09;3
20190300002066;01;09;4
20190300002067;01;09;10
20190300002068;01;09;3
20190300002069;01;09;4
20190300002070;01;09;10
20190300002071;01;09;4
20190300002120;01;13;2
20190300002129;01;13;5
20190300002129;02;07;2
20190300002130;01;13;2
20190300002186;01;13;6
20190300002187;01;13;5
20190300002188;01;13;3
20190300002189;01;13;10
20190300002190;01;13;1
20190300002191;01;13;1
20190300002224;01;13;2
20190300002225;01;13;4
20190300002255;01;13;3
20190300002256;01;13;3
20190300002256;02;09;3
20190300002257;01;13;14
20190300002258;01;13;3
20190300002258;02;01;9
20190300002259;01;01;1
20190300002259;02;09;4
20190300002259;03;13;3
20190300002294;01;12;12
20190300002310;01;09;2
20190300002332;01;09;3
20190300002334;01;09;4
20190300002342;01;15;6
20190300002379;01;01;40
20190300002385;01;10;3
20190300002386;01;09;1
20190300002387;01;13;1
20190300002388;01;13;1
20190300002389;01;10;4
20190300002389;02;10;2
20190300002394;01;10;2
20190300002396;01;09;2
20190300002396;02;07;2
20190300002396;03;01;14
20190300002396;04;14;2
20190300002396;05;10;7
20190300002396;06;09;7
20190300002397;01;01;7
20190300002399;01;09;4
20190300002400;01;09;30
20190300002401;01;09;5
20190300002454;01;01;4
20190300002457;01;09;60
20190300002466;01;09;7
20190300002467;01;09;7
20190300002469;01;01;21
20190300002477;01;09;3
20190300002478;01;09;2
20190300002479;01;02;5
20190300002480;01;09;3
20190300002481;01;09;4
20190300002483;01;09;7
20190300002485;01;09;5
20190300002486;01;09;2
20190300002517;01;09;15
20190300002518;01;09;2
20190300002519;01;09;6
20190300002520;01;09;2
20190300002552;01;09;3
20190300002554;01;09;4
20190300002581;01;09;7
20190300002582;01;09;4
20190300002583;01;09;3
20190300002584;01;09;3
20190300002586;01;09;3
20190300002587;01;09;3
20190300002588;01;09;3
20190300002589;01;09;3
20190300002592;01;09;5
20190300002593;01;09;6
20190300002623;01;09;4
20190300002624;01;09;3
20190300002658;01;09;1
20190300002658;02;09;4
20190300002659;01;09;1
20190300002661;01;09;4
20190300002697;01;09;5
20190300002698;01;09;5
20190300002699;01;09;1
20190300002699;02;09;2
20190300002700;01;09;3
20190300002732;01;13;7
20190300002732;02;04;4
20190300002733;01;13;10
20190300002733;02;01;2
20190300002734;01;01;1
20190300002734;02;13;3
20190300002735;01;08;4
20190300002809;01;13;10
20190300002810;01;07;4
20190300002811;01;13;4
20190300002812;01;05;5
20190300002813;01;05;14
20190300002814;01;13;3
20190300002815;01;13;3
20190300002815;02;01;4
20190300002816;01;13;4
20190300002817;01;13;5
20190300002819;01;13;5
20190300002820;01;13;5
20190300002891;01;13;3
20190300002892;01;13;2
20190300002892;02;03;1
20190300002893;01;13;3
20190300002894;01;13;5
20190300002952;01;13;4
20190300002953;01;07;4
20190300002954;01;13;3
20190300002956;01;05;8
20190300002957;01;13;1
20190300002959;01;13;3
20190300002960;01;13;4
20190300002962;01;13;3
20190300003030;01;09;2
20190300003031;01;09;5
20190300003032;01;09;14
20190300003033;01;09;4
20190300003034;01;09;5
20190300003035;01;09;7
20190300003036;01;09;3
20190300003037;01;09;4
20190300003038;01;09;7
20190300003039;01;09;5
20190300003040;01;09;3
20190300003041;01;09;4
20190300003042;01;09;4
20190300003043;01;09;45
20190300003044;01;09;10
20190300003045;01;09;30
20190300003046;01;09;2
20190300003047;01;09;4
20190300003048;01;09;1
20190300003049;01;13;5
20190300003050;01;09;5
20190300003065;01;09;4
20190300003066;01;09;4
20190300003067;01;09;4
20190300003068;01;09;4
20190300003093;01;09;4
20190300003094;01;09;13
20190300003095;01;09;4
20190300003096;01;13;2
20190300003096;02;09;2
20190300003097;01;09;5
20190300003098;01;09;2
20190300003099;01;09;5
20190300003100;01;04;2
20190300003101;01;09;27
20190300003102;01;09;11
20190300003104;01;09;35
20190300003105;01;09;14
20190300003106;01;09;1
20190300003107;01;09;3
20190300003108;01;09;3
20190300003109;01;09;3
20190300003111;01;09;3
20190300003112;01;09;1
20190300003113;01;09;4
20190300003131;01;09;7
20190300003132;01;09;1
20190300003133;01;09;2
20190300003134;01;09;1
20190300003187;01;13;7
20190300003187;02;02;3
20190300003189;01;13;15
20190300003189;02;09;15
20190300003190;01;13;2
20190300003191;01;13;20
20190300003196;01;13;7
20190300003198;01;13;2
20190300003205;01;13;3
20190300003205;02;09;2
20190300003205;03;01;1
20190300003207;01;10;15
20190300003209;01;12;15
20190300003210;01;10;18
20190300003210;02;01;3
20190300003211;01;09;10
20190300003212;01;13;10
20190300003212;02;10;10
20190300003213;01;13;2
20190300003269;01;13;6
20190300003271;01;13;4
20190300003271;02;01;2
20190300003272;01;13;23
20190300003272;02;12;23
20190300003279;01;13;2
20190300003280;01;13;1
20190300003281;01;13;3
20190300003284;01;01;4
20190300003289;01;13;4
20190300003292;01;13;1
20190300003292;02;09;17
20190300003293;01;13;4
20190300003294;01;10;22
20190300003296;01;13;3
20190300003300;01;13;9
20190300003346;01;01;30
20190300003379;01;01;10
20190300003384;01;01;35
20190300003388;01;01;2
20190300003388;02;01;1
20190300003388;03;01;2
20190300003388;04;01;1
20190300003390;01;01;1
20190300003435;01;09;2
20190300003435;02;04;1
20190300003481;01;09;5
20190300003481;02;09;1
20190300003481;03;04;1
20190300003493;01;09;23
20190300003495;01;09;6
20190300003502;01;05;21
20190300003507;01;07;1
20190300003508;01;09;5
20190300003509;01;09;4
20190300003510;01;09;4
20190300003511;01;09;6
20190300003513;01;09;3
20190300003515;01;09;4
20190300003516;01;09;5
20190300003517;01;09;3
20190300003518;01;09;4
20190300003519;01;09;15
20190300003521;01;09;3
20190300003522;01;09;3
20190300003582;01;09;3
20190300003583;01;09;5
20190300003584;01;09;1
20190300003585;01;09;2
20190300003586;01;09;3
20190300003586;02;09;3
20190300003587;01;09;4
20190300003588;01;09;5
20190300003589;01;09;35
20190300003590;01;09;3
20190300003591;01;09;4
20190300003593;01;09;5
20190300003594;01;09;4
20190300003596;01;09;7
20190300003597;01;09;5
20190300003598;01;09;1
20190300003599;01;09;11
20190300003600;01;09;4
20190300003601;01;09;3
20190300003602;01;09;4
20190300003603;01;09;7
20190300003604;01;09;1
