"mes";"A1";"pais";"ccaa";"A13";"aloja";"motivo";"A16";"gastototal";"gastomedio"
4;2;8;10;17;3;1;6;1272.8057673;74.8709274882353
4;2;8;1;25;1;1;6;2262.1288992;90.485155968
4;2;8;10;2;3;3;6;353.54005866;176.77002933
4;2;11;10;14;3;1;6;1199.9549142;85.7110653
4;2;11;10;7;3;1;6;701.0662991;100.152328442857
4;2;11;10;6;1;1;1;979.44786808;163.241311346667
4;2;14;10;35;2;1;6;4519.741636;129.135475314286
4;2;11;10;7;3;1;6;793.79422556;113.39917508
4;2;8;10;7;1;1;1;1112.4662752;158.9237536
4;2;8;14;10;3;1;6;1246.7461396;124.67461396
4;2;11;10;7;3;1;6;1166.2556679;166.607952557143
4;2;11;10;5;2;1;6;906.54010082;181.308020164
4;2;8;10;9;2;1;6;994.69923932;110.522137702222
4;2;8;10;3;1;1;1;625.91499376;208.638331253333
4;2;8;10;6;3;1;6;559.30168434;93.21694739
4;2;5;9;4;1;1;6;563.90664671;140.9766616775
4;2;15;9;2;1;1;6;3161.4419193;1580.72095965
4;2;5;9;4;1;1;6;721.59327891;180.3983197275
4;2;5;9;4;1;1;1;674.91855756;168.72963939
4;2;14;9;2;1;1;6;1473.0467557;736.52337785
4;2;15;9;9;2;1;6;2162.9353851;240.3261539
4;2;14;9;5;1;1;6;2328.8692721;465.77385442
4;2;8;9;2;3;3;6;209.00744343;104.503721715
4;2;8;5;11;3;3;6;1200.7991716;109.163561054545
4;2;8;9;3;1;1;6;734.41291677;244.80430559
4;2;8;9;5;1;2;6;1147.5601019;229.51202038
4;2;14;9;5;1;1;6;2299.8250853;459.96501706
4;2;12;9;4;2;1;6;878.99711904;219.74927976
4;2;13;9;6;1;1;6;1748.0868442;291.347807366667
4;2;12;9;6;1;1;6;992.6573872;165.442897866667
4;2;8;9;5;1;1;6;797.45365621;159.490731242
4;2;8;9;3;1;1;6;734.41291677;244.80430559
4;2;8;9;2;1;2;6;669.73197942;334.86598971
4;2;8;9;5;1;1;6;1043.8732608;208.77465216
4;2;8;9;3;1;1;6;734.41291677;244.80430559
4;2;8;9;2;1;1;6;520.31370693;260.156853465
4;2;8;16;4;2;1;6;935.83744601;233.9593615025
4;2;1;2;14;2;1;1;2411.0647243;172.218908878571
4;2;14;9;1;3;3;6;1392.5346112;1392.5346112
4;2;6;9;7;1;2;6;1641.8388256;234.548403657143
4;2;3;9;3;1;1;6;697.6721164;232.557372133333
4;2;3;9;4;3;1;6;477.36001132;119.34000283
4;2;15;9;6;3;2;6;928.8105142;154.801752366667
4;2;5;9;5;1;1;1;905.97630226;181.195260452
4;2;5;9;35;3;3;6;1408.4830195;40.2423719857143
4;2;5;9;4;2;1;6;654.21913837;163.5547845925
4;2;10;9;2;1;1;6;910.06101349;455.030506745
4;2;15;9;3;2;1;6;1222.3304381;407.443479366667
4;2;14;9;2;1;1;6;1714.1452324;857.0726162
4;2;15;9;10;2;1;6;2296.3419519;229.63419519
4;2;8;9;3;2;1;6;688.42691756;229.475639186667
4;2;8;9;9;1;1;6;1300.7457966;144.527310733333
4;2;8;9;30;2;2;6;3165.2967779;105.509892596667
4;2;8;9;3;1;1;1;697.72443573;232.57481191
4;2;12;9;5;2;1;6;1027.7069135;205.5413827
4;2;12;1;7;1;1;6;1228.5734797;175.5104971
4;2;13;9;15;3;1;6;1953.1526684;130.210177893333
4;2;8;9;3;1;3;6;734.41291677;244.80430559
4;2;8;9;3;1;2;6;949.33081657;316.443605523333
4;2;8;9;2;3;1;6;361.58540438;180.79270219
4;2;8;9;3;1;1;6;734.41291677;244.80430559
4;2;8;9;1;1;2;6;497.8042056;497.8042056
4;2;8;9;7;3;1;6;549.27377174;78.4676816771429
4;2;14;9;7;3;1;6;1596.3557249;228.050817842857
4;2;8;9;2;1;2;6;727.10122139;363.550610695
4;2;1;9;1;1;2;6;506.19478814;506.19478814
4;2;1;9;7;3;1;6;661.68269931;94.5260999014286
4;2;1;9;2;1;2;6;740.90763545;370.453817725
4;2;3;9;10;3;1;6;634.79896739;63.479896739
4;2;3;9;3;2;1;6;648.22461785;216.074872616667
4;2;3;9;3;1;1;6;697.6721164;232.557372133333
4;2;3;9;1;1;2;6;449.28836467;449.28836467
4;2;3;9;5;1;1;6;669.56782882;133.913565764
4;2;5;4;4;1;1;6;729.57697989;182.3942449725
4;2;5;4;7;3;1;6;550.92430902;78.7034727171429
4;2;6;4;5;2;1;6;1123.9278936;224.78557872
4;2;4;4;7;3;1;6;692.50662932;98.9295184742857
4;2;4;4;6;1;1;1;883.5939253;147.265654216667
4;2;4;4;5;3;2;6;581.72175612;116.344351224
4;2;4;4;3;1;1;1;722.47155772;240.823852573333
4;2;8;4;4;1;1;6;885.54596697;221.3864917425
4;2;8;4;5;3;3;6;642.02395358;128.404790716
4;2;8;4;4;3;1;6;565.256835;141.31420875
4;2;6;4;7;3;1;6;671.86312994;95.9804471342857
4;2;1;4;7;1;1;1;956.03637358;136.576624797143
4;2;9;4;6;3;1;6;540.52770331;90.0879505516667
4;2;1;4;5;3;1;6;701.77971051;140.355942102
4;2;1;4;5;1;1;1;881.41532797;176.283065594
4;2;12;4;5;1;1;1;1034.7823038;206.95646076
4;2;1;4;7;3;1;6;655.088714;93.584102
4;2;5;4;7;3;1;6;550.92430902;78.7034727171429
4;2;5;4;4;3;1;6;407.7850987;101.946274675
4;2;6;4;4;1;1;6;1057.7168022;264.42920055
4;2;6;4;5;3;1;6;725.81799454;145.163598908
4;2;4;4;5;1;1;1;997.96090343;199.592180686
4;2;4;4;3;1;1;6;777.54502358;259.181674526667
4;2;4;4;6;3;1;6;398.87742703;66.4795711716667
4;2;4;4;2;3;2;6;391.22789467;195.613947335
4;2;8;4;7;3;1;6;611.98227425;87.4260391785714
4;2;8;4;4;3;1;6;565.256835;141.31420875
4;2;8;4;4;1;1;1;598.96565468;149.74141367
4;2;1;4;5;3;1;6;701.77971051;140.355942102
4;2;1;4;30;3;1;6;1513.8120483;50.46040161
4;2;1;4;7;1;1;1;1141.1568145;163.022402071429
4;2;1;4;14;3;1;6;905.67913807;64.691367005
4;2;9;4;7;1;1;1;1338.2153714;191.173624485714
4;2;13;4;5;1;1;6;1824.6791489;364.93582978
4;2;10;4;7;3;1;6;859.27562304;122.753660434286
4;2;15;13;3;3;3;6;680.67982153;226.893273843333
4;2;11;13;2;3;3;6;499.27521859;249.637609295
4;2;11;8;9;3;3;6;850.33334707;94.4814830077778
4;2;11;5;81;3;3;6;5143.1638312;63.4958497679012
4;2;2;13;4;3;1;6;646.16196008;161.54049002
4;2;5;8;30;3;3;6;1217.943586;40.5981195333333
4;2;5;13;10;3;3;6;780.04233565;78.004233565
4;2;5;13;3;1;1;6;587.02577261;195.675257536667
4;2;5;5;7;1;1;6;1040.6484811;148.664068728571
4;2;3;13;1;1;2;6;545.21995247;545.21995247
4;2;3;13;1;1;2;6;545.21995247;545.21995247
4;2;3;13;1;1;2;6;475.02307394;475.02307394
4;2;3;13;1;1;2;6;475.02307394;475.02307394
4;2;3;13;1;1;2;6;399.61538464;399.61538464
4;2;14;13;1;1;1;6;1528.1078027;1528.1078027
4;2;1;13;1;1;2;6;515.51329215;515.51329215
4;2;12;13;4;1;2;6;1448.8960822;362.22402055
4;2;7;13;7;3;3;6;512.96277572;73.2803965314286
4;2;7;13;3;1;1;1;1031.4924275;343.830809166667
4;2;7;13;2;1;1;6;525.3783155;262.68915775
4;2;11;13;4;3;1;6;608.94068063;152.2351701575
4;2;8;7;2;1;2;6;432.85599918;216.42799959
4;2;2;1;9;3;1;6;793.63445267;88.1816058522222
4;2;8;13;8;3;1;6;616.52951884;77.066189855
4;2;5;12;5;3;1;6;484.71278462;96.942556924
4;2;5;13;30;2;2;6;1743.3482387;58.1116079566667
4;2;5;13;4;3;1;6;628.39961323;157.0999033075
4;2;5;13;6;3;1;6;482.24793601;80.3746560016667
4;2;3;13;1;1;1;6;408.06844413;408.06844413
4;2;3;13;2;1;2;6;783.93418297;391.967091485
4;2;14;12;6;3;1;6;1740.2554625;290.042577083333
4;2;11;13;1;1;2;6;567.85185179;567.85185179
4;2;8;13;1;1;2;6;481.57501473;481.57501473
4;2;1;13;1;1;2;6;531.31879;531.31879
4;2;15;16;12;1;1;6;3573.5343509;297.794529241667
4;2;7;1;3;1;1;6;505.01059289;168.336864296667
4;2;7;13;3;1;2;6;685.10198786;228.367329286667
4;2;8;4;9;3;3;6;726.72192391;80.7468804344444
4;2;8;4;5;3;1;6;669.29635124;133.859270248
4;2;8;4;9;3;3;6;1157.8206014;128.646733488889
4;2;8;4;7;3;3;6;645.94978034;92.2785400485714
4;2;8;4;5;1;1;6;1101.9841205;220.3968241
4;2;8;4;5;3;3;6;1317.2252949;263.44505898
4;2;8;4;25;3;1;6;1956.2787457;78.251149828
4;2;8;4;6;3;1;6;808.92065219;134.820108698333
4;2;8;4;7;3;1;6;1097.9202254;156.845746485714
4;2;8;4;4;1;1;6;631.2668487;157.816712175
4;2;8;4;4;3;1;6;623.49027118;155.872567795
4;2;1;4;5;1;1;1;881.41532797;176.283065594
4;2;11;4;4;1;1;6;1177.0375423;294.259385575
4;2;1;4;5;1;1;1;981.11745;196.22349
4;2;1;4;7;1;1;1;1151.0532033;164.4361719
4;2;1;4;4;1;1;1;757.97023556;189.49255889
4;2;1;4;10;1;1;6;1354.1559854;135.41559854
4;2;8;4;9;1;1;6;1249.0474252;138.783047244444
4;2;8;4;5;3;1;6;760.33514639;152.067029278
4;2;8;4;7;3;1;6;667.76053823;95.3943626042857
4;2;8;4;14;3;1;6;1768.0857961;126.291842578571
4;2;3;4;7;1;1;1;1151.6040773;164.514868185714
4;2;3;4;7;1;1;1;942.92431414;134.703473448571
4;2;3;4;7;1;1;1;1151.6040773;164.514868185714
4;2;3;4;7;1;1;1;1193.0292306;170.432747228571
4;2;1;4;4;1;1;1;801.05944366;200.264860915
4;2;1;4;4;1;1;1;779.73799301;194.9344982525
4;2;1;4;10;2;1;6;1091.445381;109.1445381
4;2;1;4;10;1;1;1;1447.3994941;144.73994941
4;2;1;4;9;1;1;1;1410.9801101;156.775567788889
4;2;1;4;11;3;1;6;883.61565417;80.3286958336364
4;2;1;4;6;3;1;6;688.37262305;114.728770508333
4;2;1;4;5;1;1;1;708.58672639;141.717345278
4;2;1;4;7;1;1;1;892.20305687;127.457579552857
4;2;1;4;10;1;1;1;1574.0862279;157.40862279
4;2;1;4;9;1;1;1;1130.3680185;125.5964465
4;2;1;4;10;1;1;1;1574.0862279;157.40862279
4;2;1;4;10;1;1;1;1508.6149491;150.86149491
4;2;1;4;10;1;1;1;1447.3994941;144.73994941
4;2;1;4;9;1;1;1;1132.0539852;125.783776133333
4;2;1;4;10;1;1;1;1212.5998337;121.25998337
4;2;1;4;5;1;1;1;775.29163512;155.058327024
4;2;1;4;10;1;1;1;1447.3994941;144.73994941
4;2;8;4;5;1;1;1;910.93763764;182.187527528
4;2;8;4;4;1;1;1;608.82133213;152.2053330325
4;2;8;4;2;1;1;6;567.30856015;283.654280075
4;2;8;4;7;3;3;6;634.31238803;90.6160554328571
4;2;3;4;7;1;1;1;1081.1330037;154.447571957143
4;2;3;4;7;1;1;1;976.33043061;139.475775801429
4;2;3;4;7;1;1;1;938.52675224;134.07525032
4;2;3;4;7;1;1;1;978.39742363;139.771060518571
4;2;1;4;9;1;1;1;1349.2448644;149.916096044444
4;2;1;4;8;2;1;6;937.33572467;117.16696558375
4;2;1;4;5;1;1;1;879.51501618;175.903003236
4;2;1;4;3;3;1;6;392.18975735;130.729919116667
4;2;1;4;8;3;1;6;692.22338067;86.52792258375
4;2;1;4;5;1;1;6;1010.4820221;202.09640442
4;2;1;4;4;1;1;6;854.3543934;213.58859835
4;2;1;4;4;1;1;1;757.97023556;189.49255889
4;2;1;4;2;1;3;6;533.32284839;266.661424195
4;2;1;4;10;1;1;1;1564.767705;156.4767705
4;2;1;4;6;2;1;6;863.95392441;143.992320735
4;2;1;4;10;1;1;6;1492.1193127;149.21193127
4;2;1;4;6;1;1;6;997.32536206;166.220893676667
4;2;1;4;4;1;1;1;757.97023556;189.49255889
4;2;1;4;6;1;1;6;631.27330535;105.212217558333
4;2;1;4;7;1;1;1;1041.600439;148.800062714286
4;2;1;4;8;1;1;1;1287.6263762;160.953297025
4;2;1;4;8;3;1;6;795.8392062;99.479900775
4;2;1;4;7;1;1;1;1036.3542414;148.050605914286
4;2;1;4;9;1;1;6;1046.6715587;116.296839855556
4;2;8;4;4;1;1;6;939.83494809;234.9587370225
4;2;8;4;4;1;1;1;799.12476096;199.78119024
4;2;8;4;4;1;1;6;549.84496492;137.46124123
4;2;8;4;6;3;3;6;563.10862989;93.851438315
4;2;3;4;7;1;1;1;1005.376351;143.625193
4;2;3;4;7;1;1;1;1089.4663474;155.638049628571
4;2;3;4;7;1;1;1;1112.4916151;158.927373585714
4;2;3;4;7;1;1;1;976.33043061;139.475775801429
4;2;1;4;3;1;1;6;739.35372265;246.451240883333
4;2;1;4;11;3;1;6;883.61565417;80.3286958336364
4;2;1;4;8;1;1;1;1133.6763538;141.709544225
4;2;1;4;5;3;1;6;511.44752833;102.289505666
4;2;1;4;5;3;1;6;750.32748854;150.065497708
4;2;1;4;9;1;1;1;1349.2448644;149.916096044444
4;2;1;4;6;3;1;6;611.29448949;101.882414915
4;2;1;4;5;1;1;6;1010.4820221;202.09640442
4;2;1;4;5;3;3;6;750.32748854;150.065497708
4;2;12;4;10;1;1;1;1308.3995606;130.83995606
4;2;1;4;3;1;1;1;691.41797191;230.472657303333
4;2;1;4;2;3;3;6;197.45517591;98.727587955
4;2;15;13;6;1;1;6;3942.9617562;657.1602927
4;2;15;13;4;1;2;6;2582.5207485;645.630187125
4;2;14;9;4;1;1;6;1533.7781588;383.4445397
4;2;13;13;7;3;1;6;1491.4527206;213.064674371429
4;2;14;13;15;1;1;6;4025.4512336;268.363415573333
4;2;14;9;6;1;1;6;1835.677856;305.946309333333
4;2;14;1;35;3;3;6;3858.6453654;110.24701044
4;2;14;13;23;3;3;6;2955.3905329;128.49524056087
4;2;15;12;7;3;1;6;3834.1406106;547.734372942857
4;2;15;9;15;1;1;1;3814.2468028;254.283120186667
4;2;15;13;3;1;2;6;2545.2947398;848.431579933333
4;2;15;10;3;3;3;6;2492.1428084;830.714269466667
4;2;15;9;17;1;1;6;5547.8305325;326.3429725
4;2;14;13;15;1;1;6;3493.9220258;232.928135053333
4;2;14;13;2;3;1;6;1334.4400451;667.22002255
4;2;14;13;15;3;1;6;2299.9042474;153.326949826667
4;2;13;13;14;3;2;6;1970.7560821;140.768291578571
4;2;15;13;4;1;2;1;1662.0425379;415.510634475
4;2;15;10;30;3;3;6;6650.6728384;221.689094613333
4;2;14;13;1;1;1;6;1098.3536587;1098.3536587
4;2;14;13;15;3;1;6;2339.4179227;155.961194846667
4;2;14;13;3;1;1;6;1799.3910594;599.7970198
4;2;15;13;3;3;3;6;1098.1338235;366.044607833333
4;2;14;13;4;1;1;1;1571.7859844;392.9464961
4;2;14;13;18;1;1;6;3761.5638367;208.975768705556
4;2;14;7;9;1;1;6;2464.5011458;273.833460644444
4;2;14;1;26;3;3;6;2959.841097;113.840042192308
4;3;8;1;35;2;1;6;3056.6739767;87.3335421914286
4;3;8;1;34;2;1;6;2526.4637197;74.3077564617647
4;3;8;10;36;2;1;6;2996.034019;83.2231671944444
4;3;8;1;28;2;1;6;2613.5966335;93.3427369107143
4;3;4;10;18;1;1;6;2051.682132;113.982340666667
4;3;8;1;3;1;1;6;1292.7434882;430.914496066667
4;3;8;12;14;2;1;6;1416.6024853;101.185891807143
4;3;8;9;14;2;1;6;1237.4190082;88.3870720142857
4;3;8;7;1;1;1;6;412.69222438;412.69222438
4;3;8;1;17;3;1;6;1925.790115;113.281771470588
4;3;8;1;7;1;1;6;1086.4243421;155.203477442857
4;3;8;10;29;1;1;6;2541.8799787;87.6510337482759
4;3;8;14;60;2;1;6;3913.4073494;65.2234558233333
4;3;8;10;21;2;1;6;1960.0259872;93.3345708190476
4;3;8;14;21;2;1;6;1987.10146;94.6238790476191
4;3;8;1;42;3;1;6;2335.7588813;55.6133066976191
4;3;8;10;10;3;1;6;1111.3957129;111.13957129
4;3;8;1;60;2;1;6;3967.3316101;66.1221935016667
4;3;4;1;21;3;1;6;3303.6393588;157.316159942857
4;1;9;9;6;3;1;6;406.36315609;67.7271926816667
4;1;9;9;6;3;3;6;406.36315609;67.7271926816667
4;1;7;9;1;1;2;6;750.22535516;750.22535516
4;1;3;9;3;2;1;6;274.72200335;91.5740011166667
4;1;3;10;7;3;3;6;472.11070145;67.4443859214286
4;1;3;9;7;2;1;6;437.90260357;62.5575147957143
4;1;6;1;35;2;1;6;1854.6975166;52.9913576171429
4;4;7;12;10;1;1;6;883.82880534;88.382880534
4;4;7;12;4;2;1;6;259.43218928;64.85804732
4;2;3;10;5;1;1;1;718.39165422;143.678330844
4;2;9;10;14;3;1;6;1844.1323014;131.723735814286
4;2;14;14;6;2;1;6;1350.2595621;225.04326035
4;2;11;10;37;3;1;6;3085.0565636;83.3799071243243
4;2;11;10;4;1;1;6;904.89450668;226.22362667
4;2;8;10;7;3;3;6;524.83217278;74.9760246828571
4;2;8;10;6;2;1;6;783.91216791;130.652027985
4;2;8;10;5;1;1;1;774.66431254;154.932862508
4;2;1;2;10;3;1;6;874.53953902;87.453953902
4;2;8;14;4;3;3;6;541.60531757;135.4013293925
4;2;8;10;5;1;1;1;807.09652279;161.419304558
4;2;8;14;26;3;1;6;1882.2886902;72.3957188538461
4;2;9;10;7;3;1;6;428.0616751;61.1516678714286
4;2;9;10;4;1;1;1;1425.1856131;356.296403275
4;2;9;10;4;1;1;6;662.65976525;165.6649413125
4;2;8;10;10;3;1;6;615.1037514;61.51037514
4;2;11;10;10;3;1;6;878.3040407;87.83040407
4;2;11;10;21;3;1;6;2415.4843213;115.023062919048
4;2;8;14;8;3;1;6;612.16341571;76.52042696375
4;2;8;10;3;1;1;6;416.99744889;138.99914963
4;2;1;2;10;2;1;6;1295.4753089;129.54753089
4;2;8;10;5;1;1;1;877.99799854;175.599599708
4;2;8;10;3;3;1;6;488.80004823;162.93334941
4;2;8;14;3;1;1;6;701.71922862;233.90640954
4;2;6;9;4;1;1;6;1002.9502459;250.737561475
4;2;6;9;7;1;1;1;1441.9729496;205.996135657143
4;2;6;9;3;1;1;6;838.70811805;279.569372683333
4;2;6;9;3;1;1;6;677.1442651;225.714755033333
4;2;2;9;4;1;2;6;1199.3180147;299.829503675
4;2;2;9;3;2;2;6;634.67191655;211.557305516667
4;2;2;9;4;1;1;6;975.82504208;243.95626052
4;2;3;9;14;3;1;6;786.81744861;56.2012463292857
4;2;8;9;5;1;1;6;1043.8732608;208.77465216
4;2;8;9;5;1;1;1;942.76364639;188.552729278
4;2;8;9;4;1;1;1;856.88948743;214.2223718575
4;2;8;9;5;1;1;6;1067.6021459;213.52042918
4;2;5;2;6;3;3;6;492.37773215;82.0629553583333
4;2;5;9;10;3;1;6;612.7792476;61.27792476
4;2;5;5;8;1;1;1;1227.7260335;153.4657541875
4;2;5;9;6;3;1;6;464.65064117;77.4417735283333
4;2;1;9;2;1;2;6;644.88077691;322.440388455
4;2;1;10;4;2;2;6;672.82662168;168.20665542
4;2;6;9;7;1;1;6;1208.7478846;172.678269228571
4;2;6;9;7;3;1;6;439.37242757;62.7674896528571
4;2;6;9;4;1;1;6;815.22263474;203.805658685
4;2;6;9;3;1;1;6;677.1442651;225.714755033333
4;2;3;9;4;1;1;6;575.8945211;143.973630275
4;2;3;9;1;1;2;6;449.28836467;449.28836467
4;2;9;10;7;3;1;6;611.24300084;87.3204286914286
4;2;6;9;3;3;3;6;482.71569313;160.905231043333
4;2;6;9;4;1;1;6;1002.9502459;250.737561475
4;2;6;9;3;1;1;6;677.1442651;225.714755033333
4;2;3;9;3;1;1;6;697.6721164;232.557372133333
4;2;2;9;14;3;1;6;951.73679995;67.9811999964286
4;2;6;9;2;1;1;6;701.04056754;350.52028377
4;2;2;9;5;3;1;6;654.66960158;130.933920316
4;2;2;9;5;2;1;6;983.34367797;196.668735594
4;2;8;9;3;1;1;6;734.41291677;244.80430559
4;2;8;9;3;1;1;6;734.41291677;244.80430559
4;2;8;9;3;1;1;1;657.90624398;219.302081326667
4;2;8;9;3;1;1;6;734.41291677;244.80430559
4;2;5;9;2;3;3;6;265.02242979;132.511214895
4;2;5;9;3;1;1;6;468.46133352;156.15377784
4;2;14;9;45;3;1;6;3845.7522921;85.4611620466667
4;2;5;9;2;1;1;1;468.11387388;234.05693694
4;2;11;9;6;1;1;1;1387.2143241;231.20238735
4;2;1;9;8;1;1;6;1075.2839909;134.4104988625
4;2;6;9;6;1;1;1;1224.4394635;204.073243916667
4;2;6;9;6;1;1;6;1043.0762978;173.846049633333
4;2;6;9;5;3;3;6;680.8185905;136.1637181
4;2;6;9;4;1;1;1;1086.0677434;271.51693585
4;2;9;9;3;1;1;6;746.81096078;248.936986926667
4;2;9;9;3;2;1;6;462.75451533;154.25150511
4;2;9;9;2;1;2;6;731.98317546;365.99158773
4;2;9;9;2;3;2;6;231.44176553;115.720882765
4;2;1;16;3;1;2;6;1120.0251262;373.341708733333
4;2;5;16;7;2;1;6;1175.3347782;167.904968314286
4;2;8;16;11;3;3;6;778.93489409;70.8122630990909
4;2;6;16;9;1;1;1;3033.7270933;337.080788144444
4;2;9;15;9;3;3;6;490.66051219;54.5178346877778
4;2;7;16;1;1;2;6;377.94123804;377.94123804
4;2;3;15;5;1;1;6;973.24167846;194.648335692
4;2;1;16;2;1;2;6;648.86360632;324.43180316
4;2;1;2;2;1;2;6;658.86441696;329.43220848
4;2;6;3;1;1;2;6;507.16386073;507.16386073
4;2;8;16;2;1;2;6;642.49941771;321.249708855
4;2;6;12;5;1;1;6;935.97548579;187.195097158
4;2;7;16;7;3;2;6;562.18067484;80.3115249771429
4;2;3;3;10;3;1;6;625.13532593;62.513532593
4;2;9;7;10;3;1;6;724.24901555;72.424901555
4;2;9;13;4;1;1;6;778.1247221;194.531180525
4;2;9;13;3;1;1;6;914.76210852;304.92070284
4;2;9;13;3;1;1;6;914.76210852;304.92070284
4;2;15;8;36;3;3;6;2839.9706109;78.888072525
4;2;14;13;10;1;1;6;3024.2968329;302.42968329
4;2;14;13;8;3;1;6;1809.5796174;226.197452175
4;2;14;13;25;1;2;6;6407.9689501;256.318758004
4;2;7;4;10;3;3;6;748.50270213;74.850270213
4;2;7;4;7;3;3;6;627.34525778;89.6207511114286
4;2;14;13;3;1;1;6;1708.8302663;569.610088766667
4;2;14;13;2;1;1;6;1994.2139804;997.1069902
4;2;14;5;10;1;3;6;2509.9595434;250.99595434
4;2;14;13;8;3;1;6;1877.8782967;234.7347870875
4;2;14;9;23;3;3;6;2942.1111367;127.917875508696
4;2;1;1;9;1;3;6;1117.1523124;124.128034711111
4;2;1;13;3;3;3;6;472.29344631;157.43114877
4;2;13;13;2;1;1;6;763.98307722;381.99153861
4;2;9;13;8;1;1;6;1842.8841913;230.3605239125
4;2;9;10;13;3;1;6;595.50897082;45.8083823707692
4;2;9;13;2;1;1;6;711.70644674;355.85322337
4;2;9;13;3;1;1;6;914.76210852;304.92070284
4;2;15;13;2;1;1;6;826.43179276;413.21589638
4;2;15;13;2;1;3;6;376.40457813;188.202289065
4;2;13;13;1;1;2;6;922.96852653;922.96852653
4;2;13;13;2;1;1;6;763.98078532;381.99039266
4;2;14;13;4;1;1;6;2211.246479;552.81161975
4;2;14;13;20;3;1;6;3048.6716584;152.43358292
4;2;14;9;5;2;1;6;1921.3659886;384.27319772
4;2;14;12;6;1;1;6;2108.9557951;351.492632516667
4;2;7;13;3;1;1;6;710.98531317;236.99510439
4;2;7;13;3;1;1;6;710.98531317;236.99510439
4;2;7;13;2;1;1;6;432.31442952;216.15721476
4;2;14;13;6;1;1;6;2414.4864492;402.4144082
4;2;14;13;4;1;1;6;2488.4288043;622.107201075
4;2;14;13;14;1;1;6;4210.7169156;300.765493971429
4;2;14;12;35;3;3;6;4000.5884044;114.30252584
4;2;1;13;2;1;2;6;693.16899435;346.584497175
4;2;1;13;3;3;1;6;501.17540469;167.05846823
4;2;1;13;1;1;2;6;419.5870262;419.5870262
4;2;1;5;6;1;1;6;1007.4881343;167.91468905
4;2;4;1;10;3;1;6;770.25069357;77.025069357
4;2;4;1;8;3;1;6;868.93810796;108.617263495
4;2;4;1;8;3;1;6;684.20576909;85.52572113625
4;2;4;1;4;1;1;1;585.16753641;146.2918841025
4;2;13;1;10;3;1;6;1283.1901234;128.31901234
4;2;8;1;7;3;1;6;566.95933376;80.9941905371429
4;2;11;1;5;3;1;6;487.29943511;97.459887022
4;2;8;1;30;3;1;6;1128.7178795;37.6239293166667
4;2;8;1;3;3;1;6;447.23383982;149.077946606667
4;2;8;1;10;1;1;1;843.75447953;84.375447953
4;2;8;1;2;3;1;6;307.47794861;153.738974305
4;2;8;1;2;1;3;6;563.70896864;281.85448432
4;2;1;4;7;1;1;1;1122.9480166;160.421145228571
4;2;1;4;11;2;1;6;1187.0572735;107.914297590909
4;2;1;4;6;1;1;1;859.26605139;143.211008565
4;2;1;4;7;1;1;1;1188.4883739;169.784053414286
4;2;9;4;4;1;1;6;916.23229667;229.0580741675
4;2;9;4;13;1;1;6;2063.1443822;158.703414015385
4;2;9;4;7;1;1;1;1338.2153714;191.173624485714
4;2;9;4;10;2;1;6;1234.6910312;123.46910312
4;2;10;4;5;1;1;6;1323.9245757;264.78491514
4;2;1;4;13;3;1;6;1152.0078074;88.6159851846154
4;2;1;4;7;3;1;6;656.53814512;93.7911635885714
4;2;1;4;4;1;1;6;843.45087553;210.8627188825
4;2;12;4;12;3;1;6;1034.5639437;86.213661975
4;2;12;4;13;1;3;1;1632.9210104;125.609308492308
4;2;1;4;10;2;1;6;1488.486216;148.8486216
4;2;2;4;2;1;1;6;591.89690039;295.948450195
4;2;1;4;10;1;1;1;1447.3994941;144.73994941
4;2;1;4;6;1;1;1;1018.5493281;169.75822135
4;2;1;4;7;1;1;1;1141.1568145;163.022402071429
4;2;1;4;14;1;1;1;1811.2718254;129.376558957143
4;2;1;4;4;1;1;6;655.34587771;163.8364694275
4;2;1;4;14;3;3;6;1386.9325755;99.0666125357143
4;2;1;4;10;3;1;6;827.68886448;82.768886448
4;2;1;4;12;2;1;6;1240.5906108;103.3825509
4;2;9;4;5;2;1;6;690.57271707;138.114543414
4;2;1;4;8;3;1;6;451.14583638;56.3932295475
4;2;9;4;6;1;1;1;933.40481014;155.567468356667
4;2;9;4;10;3;1;6;952.14039951;95.214039951
4;2;1;4;4;1;1;6;854.3543934;213.58859835
4;2;1;4;2;1;2;6;610.22661961;305.113309805
4;2;1;4;7;2;1;6;902.0394864;128.862783771429
4;2;12;4;5;1;1;1;1268.4756135;253.6951227
4;2;1;4;8;2;1;6;1216.9153541;152.1144192625
4;2;12;4;7;2;1;6;889.1901863;127.027169471429
4;2;12;4;7;1;1;6;1246.1609357;178.022990814286
4;2;1;4;6;3;1;6;665.87732463;110.979554105
4;2;1;4;10;1;1;1;1133.2460388;113.32460388
4;2;1;4;4;1;1;1;868.55362834;217.138407085
4;2;1;4;5;3;3;6;832.15175585;166.43035117
4;2;1;4;8;1;1;1;1247.375787;155.921973375
4;2;3;13;1;1;2;6;545.21995247;545.21995247
4;2;12;13;2;1;1;6;936.07532363;468.037661815
4;2;12;13;9;1;2;6;2052.5801036;228.064455955556
4;2;7;1;4;3;3;6;492.8586479;123.214661975
4;2;12;13;1;1;2;1;422.29821328;422.29821328
4;2;15;12;21;1;3;6;4694.7005225;223.557167738095
4;2;5;13;4;1;2;6;998.32854304;249.58213576
4;2;13;13;14;1;1;1;4407.497842;314.821274428571
