A0_1;C9_0;ccaa_etapa;pernoc_etapa
20191100000940;01;10;3
20191100000941;01;10;2
20191100000942;01;10;35
20191100000963;01;09;3
20191100000964;01;09;4
20191100000965;01;13;2
20191100000965;02;01;2
20191100000965;03;09;2
20191100000966;01;09;4
20191100001004;01;09;5
20191100001005;01;09;5
20191100001006;01;09;4
20191100001008;01;09;7
20191100001009;01;12;5
20191100001009;02;09;30
20191100001010;01;09;5
20191100001011;01;02;30
20191100001012;01;09;3
20191100001013;01;09;2
20191100001018;01;09;30
20191100001019;01;03;15
20191100001020;01;09;3
20191100001021;01;09;1
20191100001022;01;09;3
20191100001024;01;01;7
20191100001025;01;04;8
20191100001027;01;09;3
20191100001028;01;09;3
20191100001029;01;09;6
20191100001030;01;09;2
20191100001031;01;09;3
20191100001032;01;13;2
20191100001032;02;01;2
20191100001032;03;09;2
20191100001033;01;09;7
20191100001068;01;09;19
20191100001069;01;04;7
20191100001070;01;09;4
20191100001071;01;01;13
20191100001072;01;09;4
20191100001073;01;09;3
20191100001074;01;03;10
20191100001075;01;01;2
20191100001076;01;09;4
20191100001077;01;09;4
20191100001078;01;09;4
20191100001079;01;01;4
20191100001080;01;09;4
20191100001081;01;09;14
20191100001082;01;04;7
20191100001083;01;09;1
20191100001084;01;04;6
20191100001085;01;09;4
20191100001086;01;09;2
20191100001087;01;09;5
20191100001088;01;09;5
20191100001089;01;09;5
20191100001090;01;09;2
20191100001091;01;09;4
20191100001092;01;09;4
20191100001092;02;10;4
20191100001094;01;12;6
20191100001094;02;12;4
20191100001095;01;13;5
20191100001097;01;13;6
20191100001097;02;13;15
20191100001098;01;09;1
20191100001098;02;13;4
20191100001100;01;13;4
20191100001100;02;09;4
20191100001102;01;13;8
20191100001102;02;13;2
20191100001103;01;13;6
20191100001104;01;13;3
20191100001106;01;13;2
20191100001106;02;09;2
20191100001182;01;13;4
20191100001182;02;09;3
20191100001182;03;01;2
20191100001182;04;01;3
20191100001186;01;13;5
20191100001188;01;13;4
20191100001189;01;09;17
20191100001190;01;13;2
20191100001190;02;09;1
20191100001190;03;09;1
20191100001190;04;13;1
20191100001191;01;13;2
20191100001308;01;13;4
20191100001308;02;09;4
20191100001312;01;09;3
20191100001312;02;16;4
20191100001312;03;13;2
20191100001313;01;13;3
20191100001319;01;10;7
20191100001331;01;14;61
20191100001335;01;10;14
20191100001352;01;09;15
20191100001375;01;09;1
20191100001375;02;02;1
20191100001378;01;13;15
20191100001378;02;09;15
20191100001385;01;09;1
20191100001385;02;09;1
20191100001386;01;09;1
20191100001386;02;09;1
20191100001388;01;09;2
20191100001388;02;09;1
20191100001390;01;09;1
20191100001390;02;09;1
20191100001395;01;09;2
20191100001395;02;09;2
20191100001399;01;09;1
20191100001399;02;09;1
20191100001408;01;09;2
20191100001408;02;09;2
20191100001408;03;09;1
20191100001410;01;09;4
20191100001410;02;09;4
20191100001417;01;09;5
20191100001425;01;07;1
20191100001429;01;01;13
20191100001436;01;10;13
20191100001437;01;10;13
20191100001438;01;10;14
20191100001441;01;10;7
20191100001442;01;10;7
20191100001445;01;10;6
20191100001447;01;10;3
20191100001448;01;10;4
20191100001449;01;10;13
20191100001487;01;10;12
20191100001492;01;10;6
20191100001493;01;10;5
20191100001494;01;10;2
20191100001497;01;10;6
20191100001498;01;10;4
20191100001499;01;10;3
20191100001501;01;10;7
20191100001503;01;14;7
20191100001504;01;10;28
20191100001538;01;10;12
20191100001570;01;09;6
20191100001571;01;09;22
20191100001572;01;09;4
20191100001573;01;09;3
20191100001574;01;09;7
20191100001575;01;09;6
20191100001576;01;09;3
20191100001577;01;09;5
20191100001578;01;09;7
20191100001579;01;09;3
20191100001580;01;09;4
20191100001581;01;09;7
20191100001582;01;09;4
20191100001583;01;09;4
20191100001584;01;09;4
20191100001585;01;09;6
20191100001586;01;09;3
20191100001587;01;16;30
20191100001588;01;09;2
20191100001589;01;09;2
20191100001590;01;09;5
20191100001591;01;09;5
20191100001592;01;09;4
20191100001593;01;05;8
20191100001594;01;09;3
20191100001595;01;09;4
20191100001596;01;09;4
20191100001597;01;09;2
20191100001598;01;09;1
20191100001599;01;09;1
20191100001600;01;09;45
20191100001601;01;09;13
20191100001602;01;09;7
20191100001603;01;09;1
20191100001603;02;09;1
20191100001603;03;09;3
20191100001603;04;09;5
20191100001604;01;09;5
20191100001606;01;09;4
20191100001633;01;09;5
20191100001634;01;09;4
20191100001635;01;09;5
20191100001636;01;09;5
20191100001637;01;09;3
20191100001638;01;01;1
20191100001638;02;01;3
20191100001638;03;01;1
20191100001638;04;09;1
20191100001667;01;04;7
20191100001668;01;04;7
20191100001669;01;04;7
20191100001670;01;04;7
20191100001694;01;04;7
20191100001695;01;04;21
20191100001794;01;13;3
20191100001795;01;13;14
20191100001796;01;13;5
20191100001796;02;09;5
20191100001872;01;13;3
20191100001872;02;07;2
20191100001873;01;04;3
20191100001873;02;13;4
20191100001874;01;13;14
20191100001875;01;10;7
20191100001875;02;13;60
20191100001876;01;13;5
20191100001877;01;13;8
20191100001878;01;13;1
20191100001879;01;12;15
20191100001879;02;12;2
20191100001884;01;13;4
20191100001889;01;07;7
20191100001889;02;13;4
20191100001890;01;13;4
20191100001892;01;13;2
20191100001916;01;04;7
20191100001917;01;04;6
20191100001918;01;04;7
20191100001919;01;04;21
20191100001936;01;04;7
20191100001937;01;04;7
20191100001938;01;04;4
20191100001939;01;04;7
20191100001940;01;04;4
20191100001941;01;04;7
20191100001994;01;04;7
20191100001995;01;04;7
20191100001996;01;04;7
20191100002013;01;04;7
20191100002014;01;04;7
20191100002015;01;04;7
20191100002016;01;04;7
20191100002017;01;04;7
20191100002048;01;09;7
20191100002049;01;09;7
20191100002050;01;09;7
20191100002051;01;09;7
20191100002052;01;09;7
20191100002053;01;09;7
20191100002054;01;09;7
20191100002055;01;09;7
20191100002056;01;09;7
20191100002057;01;09;1
20191100002058;01;09;6
20191100002058;02;09;1
20191100002059;01;09;7
20191100002060;01;09;7
20191100002082;01;09;14
20191100002083;01;09;7
20191100002084;01;09;7
20191100002085;01;09;4
20191100002086;01;09;7
20191100002087;01;09;5
20191100002088;01;09;7
20191100002089;01;12;7
20191100002090;01;12;7
20191100002092;01;12;5
20191100002115;01;12;2
20191100002116;01;12;7
20191100002139;01;12;13
20191100002140;01;12;9
20191100002141;01;12;9
20191100002142;01;12;6
20191100002173;01;12;7
20191100002174;01;12;10
20191100002175;01;12;3
20191100002175;02;12;1
20191100002269;01;14;7
20191100002270;01;10;7
20191100002271;01;14;7
20191100002272;01;14;7
20191100002273;01;14;8
20191100002274;01;14;48
20191100002275;01;10;35
20191100002277;01;14;40
20191100002278;01;14;8
20191100002299;01;01;3
20191100002300;01;01;7
20191100002301;01;14;8
