mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
052019;2;20180400030631;2;2;10;13;4;1;1;6;1599.0172282;1902.8650955
052019;2;20180400030637;2;2;10;13;4;1;1;6;1599.0172282;951.43254774
052019;2;20180500001312;2;1;12;16;5;2;1;6;270.79064446;2415.1318868
052019;2;20180500001321;2;1;04;01;33;2;1;6;1892.5319168;3021.9586482
052019;2;20180500001505;2;2;10;01;17;1;1;1;2445.1723209;443.32590169
052019;2;20180500010751;2;1;15;01;7;3;1;6;2967.9341539;1455.5801632
052019;2;20180500015507;2;2;10;10;4;3;1;6;859.35512168;702.89380564
052019;2;20180500017415;2;1;04;16;3;1;1;6;575.92731363;2084.9140512
052019;2;20180500023756;2;1;11;10;60;3;1;6;2163.3208368;1320.490018
052019;2;20180500023757;2;1;04;10;27;3;1;6;1124.7612119;608.38163993
052019;2;20180500023994;2;1;15;07;1;1;1;6;2408.2129968;6481.3609753
052019;2;20180500023997;8;1;13;07;3;1;3;1;970.21064162;3546.3557403
052019;2;20180500024947;2;2;15;04;21;3;1;6;5677.0279801;182.12591423
052019;2;20180500027964;2;1;14;12;2;1;1;6;1354.0357871;4087.9344192
052019;2;20180500032555;2;2;11;04;7;1;1;1;1282.7576805;99.44361213
052019;2;20180500032556;2;2;11;04;7;1;1;1;1402.3535761;99.44361213
052019;2;20180500032576;2;2;11;04;8;1;1;1;1103.48328;362.17571092
052019;2;20180500032577;2;2;11;04;7;1;1;1;1231.295835;99.44361213
052019;2;20180500032579;2;2;11;04;7;1;1;1;1094.2908336;99.44361213
052019;2;20180500038301;8;1;12;16;1;3;3;6;261.70440484;926.5340515
052019;2;20180500038356;2;2;11;14;21;3;1;6;2258.9601306;33.751196703
052019;2;20180500038357;2;2;11;10;14;3;1;6;1228.7791581;51.853486522
052019;2;20180500038395;2;2;11;14;6;3;3;6;512.54558716;21.331665306
052019;2;20180500038396;2;2;11;14;7;1;1;1;1628.0753435;141.9164214
052019;2;20180500038696;2;2;11;04;7;1;1;1;1023.2344291;248.60903033
052019;2;20180500038697;2;2;11;04;6;1;1;6;1161.4337269;45.169904766
052019;2;20180500038699;2;2;11;04;7;1;1;1;1231.295835;198.88722426
052019;2;20180500038728;2;2;11;04;7;1;1;1;1378.434397;99.44361213
052019;2;20180500038729;2;2;11;04;7;1;1;6;1337.2887362;82.254867962
052019;2;20180500038730;2;2;11;04;7;1;1;1;1126.260178;198.88722426
052019;2;20180500038731;2;2;11;04;14;1;1;1;1807.3417571;51.58862632
052019;2;20180500038882;2;1;12;01;18;2;1;6;1016.2876578;1247.0338942
052019;2;20180600006573;2;2;02;04;3;1;1;6;773.98116995;431.81250454
052019;2;20180600006574;2;2;02;04;60;3;1;6;2710.8160802;91.199726159
052019;2;20180600012991;2;2;07;04;6;1;1;6;712.30610605;399.34774903
052019;2;20180600012993;2;2;07;04;7;1;1;1;1022.00199;480.88085357
052019;2;20180600024211;2;2;07;04;7;1;1;1;947.48692099;480.88085357
052019;2;20180600024212;2;2;07;04;7;1;1;1;1351.8521315;320.58723571
052019;2;20180600024342;2;2;07;04;7;1;1;1;905.76648688;480.88085357
052019;2;20180600024343;2;2;07;04;7;1;1;1;1099.1255132;801.46808929
052019;2;20180600029262;2;2;12;04;4;3;1;6;683.69737124;476.33685201
052019;2;20180600029549;2;2;07;04;7;1;1;1;1108.9702942;1122.055325
052019;2;20180600029550;2;2;07;04;7;1;1;1;978.88059098;480.88085357
052019;2;20180600029551;2;2;07;04;7;1;1;1;1159.3762039;160.29361786
052019;2;20180600039936;2;2;10;13;4;1;1;6;1613.4558635;1724.0897547
052019;2;20180600039988;2;2;11;10;10;3;1;6;714.79406902;53.222848854
052019;2;20180600040033;2;2;11;10;15;3;1;6;975.58367032;51.853486522
052019;2;20180600041287;2;2;02;04;4;1;1;6;953.23198758;403.29756461
052019;2;20180600042595;2;2;04;04;7;1;1;1;1065.1622953;537.61997353
052019;2;20180600042596;2;2;04;04;7;1;1;1;1161.5309897;537.61997353
052019;2;20180600043320;2;2;10;13;9;3;1;6;1200.4045422;755.31483155
052019;2;20190400000434;2;2;05;10;4;2;1;6;538.34662014;1785.5699637
052019;2;20190400000436;2;2;05;13;1;2;1;6;371.39843791;1949.7264241
052019;2;20190400000437;2;2;05;04;4;2;2;6;836.43198881;356.25212994
052019;2;20190400000774;2;4;03;15;4;1;1;6;439.29614831;119.71980511
052019;2;20190400000780;2;4;03;09;3;3;1;6;271.72298218;167.16277099
052019;2;20190400000782;2;4;03;09;4;1;1;6;742.43303232;321.26721915
052019;2;20190400000788;2;4;03;09;15;3;3;6;720.59524426;51.466542846
052019;2;20190400000794;2;4;03;09;5;3;3;6;351.96112013;51.466542846
052019;2;20190400000801;2;4;03;09;3;3;3;6;218.10433426;51.466542846
052019;2;20190400000810;2;4;03;09;3;1;1;6;446.62225846;176.96802301
052019;2;20190400000816;2;4;14;09;1;1;1;6;1677.6314633;691.89036097
052019;2;20190400000820;2;4;08;09;4;2;1;6;726.94854928;268.44457039
052019;2;20190400000840;2;4;03;09;60;2;3;6;3523.261817;110.74586754
052019;2;20190400000851;2;4;03;13;4;1;1;6;818.15124107;137.33417333
052019;2;20190400000853;2;4;03;09;2;2;1;6;406.49714923;179.85068619
052019;2;20190400000869;2;4;03;13;4;3;1;6;473.33622142;290.05510361
052019;2;20190400000876;2;4;03;09;2;1;1;1;453.78357805;471.40963759
052019;2;20190400001331;2;2;02;10;3;1;1;6;721.19012031;391.01105804
052019;2;20190400001333;2;2;02;10;4;3;1;6;585.89754894;193.83214928
052019;2;20190400001358;2;2;11;10;2;1;2;6;664.77561887;200.35142605
052019;2;20190400001388;2;2;02;10;6;3;3;6;597.05780279;122.50713865
052019;2;20190400002473;2;2;15;09;3;3;1;6;898.12164167;191.29371484
052019;2;20190400002501;2;2;15;09;7;3;1;6;1264.4841659;191.29371484
052019;2;20190400003490;2;2;02;10;2;1;2;6;658.61806424;158.57226388
052019;2;20190400003491;2;2;02;10;3;1;1;6;721.19012031;391.01105804
052019;2;20190400003546;2;2;02;10;3;1;1;1;721.19012031;472.72037459
052019;2;20190400003549;2;2;02;13;6;2;2;6;740.13415581;394.80936403
052019;2;20190400003550;2;2;02;10;4;3;3;6;585.89754894;61.253569323
052019;2;20190400004196;2;2;15;13;2;1;2;6;2533.064756;150.10237824
052019;2;20190400004821;8;1;07;13;1;1;2;6;87.77648835;3957.6577352
052019;2;20190400004902;2;1;03;06;7;2;2;6;2233.3553158;424.3377833
052019;2;20190400005105;2;4;14;12;6;1;1;6;2082.9645206;910.82036021
052019;2;20190400005110;2;4;07;12;5;3;3;6;355.096887;20.678892359
052019;2;20190400005117;2;4;11;12;1;1;3;6;446.3671785;157.60806649
052019;2;20190400006197;2;2;11;10;3;1;2;6;854.36812194;172.94395699
052019;2;20190400006212;2;2;02;10;4;1;3;1;866.81641853;257.73930373
052019;2;20190400006215;2;2;02;10;4;1;3;1;866.81641853;515.47860746
052019;2;20190400006241;2;2;11;10;7;1;1;6;1110.3506121;267.39797831
052019;2;20190400006962;8;4;01;16;3;1;1;6;665.06570763;151.70309827
052019;2;20190400007386;2;2;02;04;3;1;1;6;818.24907936;431.81250454
052019;2;20190400007387;2;2;02;04;6;3;3;6;598.200601;57.640683131
052019;2;20190400007417;2;2;02;04;6;1;1;1;1083.8578542;425.3061381
052019;2;20190400007759;2;2;05;04;2;1;2;6;379.22404942;296.42998005
052019;2;20190400007903;2;2;05;04;4;1;1;6;734.1608918;261.03566932
052019;2;20190400007904;2;2;05;04;4;2;1;6;829.05884168;992.10670177
052019;2;20190400008916;2;4;14;09;8;1;1;6;2060.6954665;163.11666688
052019;2;20190400008955;2;2;05;10;2;3;1;6;211.42414905;65.571908344
052019;2;20190400008956;2;2;05;10;2;1;1;6;386.06340832;211.04547081
052019;2;20190400008957;2;2;05;14;2;3;3;6;269.32723923;52.56231233
052019;2;20190400008998;2;2;05;14;6;3;2;6;314.73537091;61.303901391
052019;2;20190400008999;2;2;05;10;3;3;3;6;376.16732954;40.376926157
052019;2;20190400009000;2;2;05;10;2;3;3;6;303.52706676;40.376926157
052019;2;20190400009013;2;2;14;13;1;1;1;6;1198.2260984;1238.2859104
052019;2;20190400009014;2;2;14;13;5;1;1;6;1725.0897477;1995.1082703
052019;2;20190400009018;2;2;14;01;9;1;1;6;2172.6683788;283.04043121
052019;2;20190400009842;2;1;07;12;2;3;3;6;57.645846505;1129.8377608
052019;2;20190400010047;2;1;03;01;80;3;3;6;3264.7681657;1376.5197657
052019;2;20190400010329;2;2;05;14;3;3;1;6;359.56672079;85.360909175
052019;2;20190400010331;2;2;05;10;3;1;1;6;375.72842945;238.67185928
052019;2;20190400010377;2;2;05;10;3;3;1;6;376.16732954;196.71572503
052019;2;20190400011735;2;2;14;09;9;2;1;6;2073.2950891;2447.799816
052019;2;20190400011736;2;2;14;09;9;2;1;6;2361.983702;1223.899908
052019;2;20190400011920;2;2;14;09;3;1;1;6;1463.4431236;2079.0934019
052019;2;20190400011921;2;2;14;09;3;1;1;6;1463.4431236;3118.6401029
052019;2;20190400012058;2;1;07;01;1;3;3;6;70.745735734;1008.7203297
052019;2;20190400012396;2;4;14;13;1;1;1;6;1657.8169329;521.18610576
052019;2;20190400012399;2;4;07;13;2;1;1;6;267.19649233;230.26392303
052019;2;20190400012403;2;4;14;13;1;1;1;6;1657.8169329;521.18610576
052019;2;20190400012971;2;2;12;04;7;1;1;6;812.43964569;1089.3767345
052019;2;20190400013993;2;4;03;09;45;3;3;6;1391.8086292;50.142368235
052019;2;20190400014000;2;4;03;10;5;1;1;6;765.79492217;214.47158616
052019;2;20190400014010;2;4;14;13;18;3;1;6;2814.2404819;245.32460345
052019;2;20190400014014;2;4;15;09;5;2;1;6;1931.5251954;1046.7447558
052019;2;20190400014029;2;4;03;09;7;3;2;6;351.70324031;60.025895507
052019;2;20190400014036;2;4;08;09;2;3;1;6;367.68072304;62.376656985
052019;2;20190400014038;2;4;13;09;6;1;1;6;1624.0089826;238.21005476
052019;2;20190400014047;2;4;03;10;3;3;1;6;301.19560772;86.266523466
052019;2;20190400014052;2;4;08;09;10;3;1;6;528.71203039;124.75331397
052019;2;20190400014059;2;4;14;09;6;1;1;6;2229.1402683;568.4133538
052019;2;20190400014064;2;4;03;09;3;3;1;6;271.72298218;83.581385495
052019;2;20190400014072;2;4;02;09;4;3;1;6;524.91724991;53.88887912
052019;2;20190400014844;2;2;14;09;4;1;1;6;1657.2725026;1796.8869453
052019;2;20190400015073;8;1;03;10;5;2;1;6;566.34917137;1959.4429301
052019;2;20190400015093;2;1;03;16;3;2;1;6;221.15803979;1801.898746
052019;2;20190400015436;8;1;07;08;2;1;1;6;629.10774317;3626.6166927
052019;2;20190400015489;2;4;02;09;4;1;1;6;802.05245676;154.51358562
052019;2;20190400015497;2;4;03;09;7;3;1;6;443.43733173;83.581385495
052019;2;20190400015501;2;4;03;13;5;3;1;6;539.62737138;145.02755181
052019;2;20190400015521;2;4;03;09;3;1;1;6;444.28506371;353.93604603
052019;2;20190400015525;2;4;03;09;3;1;1;6;603.70136235;176.96802301
052019;2;20190400015531;2;4;03;09;2;1;1;6;460.2651522;194.96344041
052019;2;20190400015537;2;4;14;10;15;1;1;6;2941.4317507;26.059121929
052019;2;20190400015545;2;4;15;09;4;1;1;6;3151.2388709;633.25923919
052019;2;20190400015550;2;4;14;09;5;1;1;6;2068.9431016;386.03287705
052019;2;20190400015559;2;4;03;09;2;3;3;6;311.48180462;102.93308569
052019;2;20190400015569;2;4;03;09;10;1;1;6;1012.1801227;89.843390677
052019;2;20190400016126;2;2;15;13;6;1;1;6;2951.0602958;129.14972883
052019;2;20190400017039;2;1;03;02;1;1;2;6;137.20935187;3485.7963284
052019;2;20190400018107;2;2;12;14;12;3;1;6;886.96266002;1396.6172845
052019;2;20190400018600;2;1;03;09;2;1;2;6;434.97963741;3283.1274246
052019;2;20190400018604;2;1;03;09;42;3;1;6;1594.3650965;1909.3910761
052019;2;20190400018780;8;1;07;09;1;1;1;6;241.09964005;3657.8307484
052019;2;20190400018873;2;2;05;10;7;3;3;6;467.56593076;40.376926157
052019;2;20190400018933;2;2;05;14;3;3;2;6;316.23653726;61.303901391
052019;2;20190400019012;2;2;15;09;7;2;3;6;1601.1594522;253.46538921
052019;2;20190400019071;2;2;15;09;2;1;1;6;1884.9001148;800.91492148
052019;2;20190400020081;8;1;15;16;1;1;1;6;355.67818856;3928.272368
052019;2;20190400020240;2;4;07;12;2;1;1;6;300.88323035;196.50337999
052019;2;20190400020244;2;4;07;12;2;1;1;6;287.54120414;196.50337999
052019;2;20190400020249;2;4;07;12;4;1;1;6;512.74485752;406.13258201
052019;2;20190400020746;2;2;14;13;10;1;1;6;2567.8260883;82.952670901
052019;2;20190400020747;2;2;14;08;27;1;3;6;3888.1154866;23.832714577
052019;2;20190400020748;2;2;14;01;8;1;1;6;2020.1825722;308.05590135
052019;2;20190400021133;2;2;14;15;14;3;1;6;2173.4963467;952.71406569
052019;2;20190400021968;8;1;07;08;2;2;1;6;209.3370048;3014.0471506
052019;2;20190400021991;2;1;07;11;2;1;2;6;289.90216494;5403.5961567
052019;2;20190400022005;2;1;07;01;6;1;1;6;674.0072883;3642.7403432
052019;2;20190400022010;2;2;15;09;9;1;1;6;2208.3056302;158.23347249
052019;2;20190400022012;2;2;15;09;30;3;1;6;2912.1997976;191.29371484
052019;2;20190400022013;2;2;15;09;5;1;1;6;1694.7279827;509.24802548
052019;2;20190400022073;2;2;15;05;4;1;2;6;1897.0302847;330.52786648
052019;2;20190400022074;2;2;15;09;7;1;1;6;1463.1131004;564.82761989
052019;2;20190400022076;2;2;15;09;6;1;1;6;1828.0241216;218.95104101
052019;2;20190400023038;8;1;03;07;3;2;1;6;353.57044939;2973.0006271
052019;2;20190400023052;8;1;03;07;2;1;3;6;295.29260654;2732.3814877
052019;2;20190400023310;2;2;05;10;7;1;3;6;960.11867153;31.656366957
052019;2;20190400023311;2;2;05;10;60;2;3;6;2685.8707102;86.883195734
052019;2;20190400023312;2;2;05;10;7;3;1;6;488.72361301;131.14381669
052019;2;20190400023363;2;2;05;10;7;3;1;6;524.76178281;65.571908344
052019;2;20190400024737;8;1;05;16;20;2;1;6;1592.4335533;56.904432406
052019;2;20190400024757;2;4;03;09;2;1;2;6;530.49055153;140.01748155
052019;2;20190400024760;2;4;03;09;4;3;1;6;995.88519986;83.581385495
052019;2;20190400024768;8;4;14;13;2;1;1;6;1520.3149767;1042.3722115
052019;2;20190400024797;2;4;03;09;1;1;2;6;342.4984763;308.51098924
052019;2;20190400025490;2;2;11;10;7;3;1;6;1233.8708547;51.853486522
052019;2;20190400025491;2;2;11;14;7;3;3;6;827.78006056;21.331665306
052019;2;20190400025492;2;2;11;10;11;3;1;6;918.16357427;25.926743261
052019;2;20190400025493;2;2;11;10;7;3;1;6;736.57269899;26.611424427
052019;2;20190400025494;2;2;11;14;14;3;1;6;1263.7497884;67.502393406
052019;2;20190400025500;2;2;04;14;7;2;1;6;943.47516509;2032.8264478
052019;2;20190400025501;2;2;04;01;5;3;1;6;1038.08327;390.68402939
052019;2;20190400025502;2;2;04;10;8;3;1;6;620.20858771;362.84952981
052019;2;20190400025503;2;2;04;10;4;1;1;6;841.23529073;491.80880911
052019;2;20190400025504;2;2;04;14;12;3;1;6;972.38499614;460.20106469
052019;2;20190400025692;2;1;07;01;1;2;1;6;79.470588371;4114.5070844
052019;2;20190400025724;2;2;15;09;3;3;3;6;831.36068366;117.79209106
052019;2;20190400025727;2;2;15;09;3;1;1;6;1496.0164414;344.35313845
052019;2;20190400025811;2;2;15;09;3;1;1;6;1322.9641044;1033.0594153
052019;2;20190400026589;2;2;11;10;6;1;1;6;985.19298896;464.66121634
052019;2;20190400026596;2;2;02;10;4;1;1;1;902.58598184;418.56722662
052019;2;20190400026597;2;2;02;10;4;1;1;6;563.4443376;1038.6547076
052019;2;20190400026598;2;2;02;10;4;1;1;6;828.40502613;346.21823585
052019;2;20190400026659;2;2;02;10;3;1;1;1;753.90480563;472.72037459
052019;2;20190400026660;2;2;02;10;3;1;1;6;721.19012031;391.01105804
052019;2;20190400026662;2;2;02;10;3;1;1;6;721.19012031;391.01105804
052019;2;20190400027069;2;1;07;12;1;3;1;6;73.726790479;1883.3056507
052019;2;20190400027238;8;1;07;16;2;3;1;6;212.43776742;913.93874334
052019;2;20190400027286;2;2;05;10;8;1;1;6;789.0532911;38.759624599
052019;2;20190400027287;2;2;05;14;30;1;2;6;4195.2733757;0.662931939
052019;2;20190400027343;2;2;05;14;3;3;1;6;359.56672079;85.360909175
052019;2;20190400027344;2;2;05;10;8;1;1;6;898.4474287;44.920483008
052019;2;20190400027345;2;2;05;10;7;3;3;6;437.0518028;161.50770463
052019;2;20190400028209;2;2;15;12;12;2;3;6;2538.8856841;256.91709199
052019;2;20190400028933;2;1;15;16;2;1;1;6;1126.0371882;3817.0099158
052019;2;20190400028944;2;4;14;09;9;3;1;6;2220.3360285;78.883681156
052019;2;20190400028954;8;4;14;09;7;1;1;6;1972.5840753;188.73462615
052019;2;20190400028960;8;4;14;13;2;3;3;6;1407.0872623;151.06245416
052019;2;20190400028973;2;4;07;13;2;1;1;6;406.1049077;153.50928202
052019;2;20190400029580;2;4;03;14;5;3;1;6;278.00464846;115.26664692
052019;2;20190400029596;2;4;03;09;4;1;1;6;742.43303232;160.63360958
052019;2;20190400029606;2;4;09;09;7;1;1;6;776.75315062;55.171622945
052019;2;20190400029611;2;4;13;09;1;1;1;6;1066.7989726;1705.5946869
052019;2;20190400030418;2;2;14;09;3;2;1;6;1367.9705811;1455.3036837
052019;2;20190400030622;2;2;15;13;1;3;3;6;1736.5579876;132.86366955
052019;2;20190400030817;2;1;07;12;4;1;1;6;486.22490825;5693.9914175
052019;2;20190400030875;2;1;03;16;2;3;1;6;219.40478148;1247.1789334
052019;2;20190400030878;2;1;03;02;3;1;1;6;246.1802879;2667.5425279
052019;2;20190400031036;2;4;03;09;2;1;1;6;469.66564007;389.92688083
052019;2;20190400031042;8;4;14;09;7;3;1;6;2097.3986199;119.48247121
052019;2;20190400031045;2;4;03;10;3;3;1;6;368.02718695;88.544675539
052019;2;20190400031060;2;4;03;09;6;3;1;6;391.71172265;83.581385495
052019;2;20190400031064;2;4;03;09;1;3;3;6;157.73413275;154.39962854
052019;2;20190400032434;2;2;12;10;5;3;3;6;660.31260362;155.84823866
052019;2;20190400032631;2;1;14;12;5;1;1;6;1020.5641872;3807.7313462
052019;2;20190400032636;2;1;07;12;2;1;1;6;274.19917792;5509.9669849
052019;2;20190400032665;2;1;03;02;4;3;1;6;315.80527324;2253.0622098
052019;2;20190400032668;2;1;03;02;2;1;1;6;307.81734706;3598.2566701
052019;2;20190400032680;2;1;03;09;2;1;1;6;370.57347775;4571.4992936
052019;2;20190400032838;2;4;03;09;5;1;1;1;924.71493331;176.27605358
052019;2;20190400032844;2;4;03;09;4;3;1;6;459.32674574;83.581385495
052019;2;20190400032849;2;4;03;10;15;3;3;6;561.63288335;272.61383084
052019;2;20190400032855;2;4;03;09;3;1;1;6;603.70136235;176.96802301
052019;2;20190400032858;2;4;03;09;5;1;1;6;877.94782639;145.80688695
052019;2;20190400032864;2;4;03;09;4;3;1;6;459.32674574;83.581385495
052019;2;20190400032870;2;4;03;09;8;2;1;6;748.61725014;359.70137239
052019;2;20190400032873;2;4;15;09;2;1;1;6;2862.4009007;856.41885901
052019;2;20190400032882;2;4;03;09;6;2;1;6;618.37161432;359.70137239
052019;2;20190400032886;2;4;03;09;4;3;3;6;137.64437649;154.39962854
052019;2;20190400032891;2;4;09;09;3;3;1;6;283.44541059;62.368097187
052019;2;20190400032896;8;4;03;09;1;3;1;6;194.97035097;83.581385495
052019;2;20190400032908;2;4;06;01;7;2;1;6;864.86183796;220.32583378
052019;2;20190400032910;2;4;03;09;8;1;1;6;725.24459528;545.22140761
052019;2;20190400032917;2;4;14;09;7;1;1;6;2321.2202639;188.73462615
052019;2;20190400032923;2;4;03;09;14;3;3;6;687.24568089;51.466542846
052019;2;20190400032933;2;4;09;09;6;3;3;6;316.32075466;38.404129425
052019;2;20190400032935;2;4;01;09;3;1;1;6;592.52263685;254.2853969
052019;2;20190400032946;2;4;03;09;2;1;1;6;460.2651522;2339.561285
052019;2;20190400033161;2;2;09;04;6;3;3;6;546.2825254;69.231915939
052019;2;20190400033227;2;2;09;04;4;1;1;6;913.11704138;492.0802156
052019;2;20190400033228;2;2;09;04;4;1;1;1;880.89990455;594.90988569
052019;2;20190400033229;2;2;09;04;5;1;1;6;876.03067096;461.39677809
052019;2;20190400033739;2;1;07;07;4;3;2;6;194.03790243;1417.4623565
052019;2;20190400034133;8;1;07;07;1;1;2;6;170.23862253;4187.2218352
052019;2;20190400034145;2;4;07;13;5;3;1;6;398.7534091;44.436039809
052019;2;20190400034166;2;4;03;09;4;1;1;6;742.43303232;481.90082873
052019;2;20190400034172;2;4;13;09;3;1;1;6;1443.4533926;573.29197546
052019;2;20190400034181;2;4;02;02;6;3;1;6;461.11324354;63.588333784
052019;2;20190400034187;2;4;09;10;5;1;1;6;821.97945353;142.08805031
052019;2;20190400034193;2;4;03;09;4;3;3;6;459.32674574;51.466542846
052019;2;20190400034198;2;4;03;09;2;3;1;6;311.48180462;83.581385495
052019;2;20190400034201;2;4;03;10;17;3;1;6;774.33382906;265.63402662
052019;2;20190400034212;2;4;03;09;4;3;1;6;448.98183936;167.16277099
052019;2;20190400034218;2;4;07;13;1;3;2;6;75.847402264;31.912764624
052019;2;20190400034221;2;4;03;09;4;3;1;6;469.7029758;81.430933134
052019;2;20190400034226;2;4;03;09;5;3;1;6;530.0741612;81.430933134
052019;2;20190400034241;2;4;01;09;6;2;1;6;704.75655407;420.36834108
052019;2;20190400034247;2;4;03;09;5;3;3;6;307.23566415;154.39962854
052019;2;20190400034250;2;4;09;09;10;3;1;6;640.84232601;62.368097187
052019;2;20190400034263;2;4;09;09;12;3;1;6;719.15139477;124.73619437
052019;2;20190400034265;2;4;03;09;4;1;1;6;742.43303232;481.90082873
052019;2;20190400034273;2;4;03;09;7;1;1;6;633.26262339;360.39813161
052019;2;20190400034828;2;2;05;04;5;1;1;6;601.78323255;622.76545894
052019;2;20190400034829;2;2;05;04;7;3;3;6;652.68999476;276.59933149
052019;2;20190400034830;2;2;05;04;7;1;1;6;562.7241701;525.13391358
052019;2;20190400034885;2;2;05;04;4;3;3;6;584.94446808;283.9038491
052019;2;20190400034886;2;2;05;04;6;3;3;6;529.41282429;283.9038491
052019;2;20190400034887;2;2;05;04;3;1;1;6;651.46548865;656.48747545
052019;2;20190400034888;2;2;05;04;5;1;1;6;939.56544102;622.76545894
052019;2;20190400035045;2;2;02;10;3;1;1;1;753.90480563;472.72037459
052019;2;20190400035047;2;2;02;10;7;1;1;6;1054.9922035;240.34364171
052019;2;20190400035048;2;2;02;10;1;3;2;6;353.66564001;69.602509395
052019;2;20190400035049;2;2;02;10;3;1;1;6;721.19012031;391.01105804
052019;2;20190400035120;2;2;02;10;5;2;1;6;573.13409714;2354.5677351
052019;2;20190400035121;2;2;02;10;6;3;3;6;720.23315381;44.177978099
052019;2;20190400035122;2;2;02;10;7;3;3;6;654.48264237;61.253569323
052019;2;20190400035123;2;2;02;10;3;1;1;6;721.19012031;586.51658706
052019;2;20190400035124;2;2;02;10;3;3;3;6;394.85522588;61.253569323
052019;2;20190400035261;2;2;04;14;7;3;3;6;634.34564579;145.42973353
052019;2;20190400035262;2;2;04;14;7;3;3;6;773.90103964;290.85946706
052019;2;20190400035263;2;2;04;14;4;3;1;6;727.56985709;708.53128742
052019;2;20190400035264;2;2;04;14;6;3;1;6;703.79296287;460.20106469
052019;2;20190400035265;2;2;04;14;10;3;1;6;1155.8275229;460.20106469
052019;2;20190400035511;8;1;03;16;3;3;1;6;265.96058109;1286.594184
052019;2;20190400035520;2;1;03;16;1;3;1;6;145.71472533;1286.594184
052019;2;20190400035525;2;1;03;15;4;3;1;6;247.76865822;2520.7290576
052019;2;20190400036099;2;2;15;09;9;2;1;6;2200.5097045;2058.1320634
052019;2;20190400036133;2;2;15;09;3;2;1;6;1200.0000084;489.45296164
052019;2;20190400036135;2;2;15;09;10;2;1;6;2305.2177845;489.45296164
052019;2;20190400036194;2;2;09;04;6;3;1;6;546.2825254;112.43225472
052019;2;20190400036264;2;2;09;04;7;1;1;1;1335.5767441;490.41883965
052019;2;20190400037051;2;2;15;13;4;1;2;1;1946.6773269;1315.0150088
052019;2;20190400037055;2;2;15;10;30;3;3;6;6612.3529263;162.23635254
052019;2;20190400037334;8;1;07;09;1;1;2;6;738.88293295;2626.955332
052019;2;20190400037375;2;4;07;12;10;1;1;6;886.78200795;224.099698
052019;2;20190400037383;2;4;07;12;4;2;1;6;262.08971705;343.70202676
052019;2;20190400037846;2;2;14;13;3;1;1;6;1712.9805979;697.27425133
052019;2;20190400038505;2;1;07;12;1;1;1;6;166.72755472;5420.1972412
052019;2;20190400039140;2;2;15;09;4;1;2;6;1806.0706619;212.65753902
052019;2;20190400039304;2;2;02;04;7;1;1;1;1180.4299629;397.22084911
052019;2;20190400039342;2;2;02;04;7;1;1;1;1039.9477614;397.22084911
